po_id,po_number,po_date,total_amount,vendor_ref,delivery_terms,payment_term,shipment_mode,warranty_period,delivery_period,contact_person,mobile,created_at,updated_at,item_code,vendor_name,supplier_gstin,buyer_gstin,delivery_location,supplier_pan
1109,PC24-25POAR 522,2025-02-14,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06406,PPS MOTORS PVT LTD(BHARAT BENZ)-MADHYA PRADESH,23AAFCP8182N1ZW,,"Sy No 3065, 3062/1/1/2, Naugarh Village. Kachani Post, Naugarh Village, Vindhya Nagar NTPC Township, Singrauli, (M.P.) 486887Madhya PradeshIndia",AAFCP8182N  
1110,AN24-25POAR 607,2025-01-15,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04219,MAA SABITRI ENTERPRISER,21AFUPA8345P1ZY,,NEAR WOMENS COLLEGEANGULOdishaIndia,AFUPA8345P  
1111,TP24-25/PO 1591,2025-01-12,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04394,ARYA BUILDCON,21AABHL9940F1ZF,,"KHETRAJPUR,SAMBALPUROdishaIndia",AABHL9940F  
1112,AN24-25POAR 719,2025-02-24,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04965,RAGHVENDRA ENTERPRISES-ODISHA,21ASWPS0791G1ZC,,"NEAR DEAR HIGH SCHOOL,ANGULOdishaIndia",ASWPS0791G  
1113,TP24-25POAR 1000,2025-02-24,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06845,EXXONMOBIL LUBRICANTS PRIVATE LIMITED - MAHARASHTRA,27AABCE0207H1Z6,,"Jindal Logistics Park, KH No. 69Nagpur - 440023MaharashtraIndia",AABCE0207H  
1114,CM24-25POAR 908,2025-01-23,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06823,TRICHUR SUNDARAM SANTHANAM & FAMILY PRIVATE LIMITED - ANDHRA PRA,37AAGCT5084N1ZN,,"D.NO:25-12-44,MEHDI BUILDINGS, GODEVARI STREET,VISAKHAPATNAMAndhra PradeshIndia",AAGCT5084N  
1157,AN24-25/PO 794,2025-03-24,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06830,ESSAR AUTOMOBILES,21ACFPE2424B1ZO,,"Khata no-17/15,Plot no-89/227,House No-020,TalcherOdishaIndia",ACFPE2424B  
1115,CM24-25POAR 1078,2025-03-24,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06646,REVETHI DEALERS PRIVATE LIMITED - JHARKHAND (NEW),20AABCR7242R2Z4,,"KHATA NO.26,PLOT NO.302,303,304JANGALPURJharkhandIndia",AABCR7242R  
1116,TP24-25/PO 1308,2025-01-10,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06400,ASHOKA PRINTING WORKS,22APGPS1869C1ZZ,,RAIGARHRAIGARHChhattisgarhIndia,APGPS1869C  
1117,TP24-25POAR 921,2025-02-05,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06685,NEXGEN SPARES,27AAWFN5535D1ZX,,20-24 GROUND FLOORMUMBAIMaharashtraIndia,AAWFN5535D  
1118,AN24-25POAR 614,2025-01-24,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03600,TATA HITACHI CONSTRUCTION MACHINERY CO.PVT.LTD-ODISHA,21AAACT9077B1ZM,,"BGR MINING&INFRA LTD, LAKHANPUR OCP, NEAR BANDHBAHALAngulOdishaIndia",AAACT9077B  
1119,AN24-25/PO 757,2025-03-11,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06532,GUPTA BROTHERS,21BKOPG9525K1ZW,,"NH:-55,MAIN ROAD,ANGUL-759122ANGULOdishaIndia",BKOPG9525K  
1120,TP24-25/PO 1503,2025-02-24,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00618,DOZCO (INDIA) PVT LTD-DHANBAD,20AABCD0776E1Z9,,"1,RAJHANS MANSIONDHANBADJharkhandIndia",AABCD0776E  
1121,CM24-25POAR 859,2025-01-15,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03528,WIRTGEN INDIA PVT. LTD-JH,20AAACW2816R1Z7,,HOUSE NO. O-SFS99JharkhandIndia,AAACW2816R  
1122,CM24-25POAR 1082,2025-03-26,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06417,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-JHARKHAND,20AAHCI1010J1ZA,,"PLOT NO.605, KHATA NO.51, K G ASHRAM POST OFFICE, MOUZA-JIYALGORA, P.S. GOVINDPURJharkhandIndia",AAHCI1010J  
1123,TP24-25/PO 1207,2025-01-10,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06400,ASHOKA PRINTING WORKS,22APGPS1869C1ZZ,,RAIGARHRAIGARHChhattisgarhIndia,APGPS1869C  
1124,TP24-25/PO 1648,2025-03-23,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S07016,JAI BALAJI TRADERS,22AGBPA1724A1ZN,,MAIN ROADCHANDRAPURChhattisgarhIndia,AGBPA1724A  
1125,AN24-25/PO 697,2025-02-27,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S05020,MALTEA GLOBAL SOLUTION PVT LTD,36AAMCM7546C1ZA,,"First Floor, Plot No 39, Mano Vikas Nagar,TelanganaIndia",AAMCM7546C  
1126,AN24-25/PO 769,2025-03-25,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00010,AHSAN PAINTS,23CLHPA2427D1ZU,,Main Road. SingrauliSINGRAULIMadhya PradeshIndia,CLHPA2427D  
1127,PC24-25/PO 365,2025-03-10,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06105,DRISHTI ENTERPRISES,20ACWPB1303R1ZN,,NULLNULLNULLNULL,ACWPB1303R  
1128,TP24-25/PO 1495,2025-03-03,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06775,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,21AACCS2132E1Z5,,"PLOT NO.389-392,MAUZA BEHRAPALI MAUZA BEHERALIJHARAUGUDAOdishaIndia",AACCS2132E  
1129,TP24-25POAR 976,2025-02-18,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04996,GALAXY AUTO SERVICE CENTER,22AEGPA8535E1ZZ,,NH-78 TALKIES ROADChhattisgarhIndia,AEGPA8535E  
1130,AN24-25/PO 791,2025-03-26,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06167,HINGULA BATTERIES(WARRANTY),               ,,NULLNULLNULLNULL,            
1131,AN24-25POAR 733,2025-03-05,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00242,RANCHI RADIATOR WORKS,23APBPR3622K1ZZ,,MAIN ROAD. SINGRAULISINGRAULIMadhya PradeshIndia,APBPR3622K  
1132,TP24-25/PO 1523,2025-03-11,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00232,RAGHVENDRA ENTERPRISES-MADHYAPRADESH,23CWNPS3105D1ZR,,BESIDE GMMCO. JAYANT ROADMEDHAULIMadhya PradeshIndia,CWNPS3105D  
1133,TP24-25/PO 1215,2025-01-03,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06497,SPECIAL BLASTS LIMITED,22AADCS2831D1ZY,,"G-5,GROUND FLOOR,WALLFORT OZONE,FAFDIH CHOWK,RAIPUR-492001RAIPURChhattisgarhIndia",AADCS2831D  
1134,TP24-25POAR 1006,2025-02-25,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06482,GARG HARDWARE,22ADBPG5772D1Z1,,"NEAR RAM NIWAS TALKIES ROAD,RAIGARHChhattisgarhIndia",ADBPG5772D  
1135,TP24-25POAR 939,2025-02-07,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S02092,SHROFF TEXTILES LTD,27AAACS6476K1ZV,,"303, B-WingMUMBAIMaharashtraIndia",AAACS6476K  
1136,HN24-25POAR 13,2025-03-06,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04792,TRICHUR SUNDARAM SANTHANAM & FAMILY PRIVATE LIMITED - TELANGANA,36AAGCT5084N1ZP,,"10-4-92/3, LB Nagar,HyderabadTelanganaIndia",AAGCT5084N  
1137,AN24-25/PO 613,2025-01-10,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S05070,KUMAR MOTORS,21AYGPK7178P1ZU,,"HANDIDHUA CHHAK,TALCHER,ANGUL DISTANGULOdishaIndia",AYGPK7178P  
1138,TP24-25POAR 785,2025-01-04,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06421,DOZER WORLD PRIVATE LIMITED-CHATTISHGARH,22AADCD2500J1ZA,,"74A INDRA COMM. COMPLEX,TP NAGAR ROAD,ChhattisgarhIndia",AADCD2500J  
1139,US24-25/PO 18,2025-01-03,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04461,RAJASTHAN TRACTORS & MACHINERY SPARES,37ADAPK6215A1Z5,,MAIN ROADANAKAPALLIAndhra PradeshIndia,ADAPK6215A  
1140,AN24-25POAR 621,2025-01-17,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04513,DOZER WORLD PRIVATE LIMITED - ODISHA,21AADCD2500J1ZC,,"APARAJITA APT.,FLAT  # 303, PL.#42,OdishaIndia",AADCD2500J  
1141,PC24-25POAR 526,2025-02-18,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00080,DOZER WORLD PVT LTD-DELHI,07AADCD2500J1Z2,,NULLNULLNULLNULL,AADCD2500J  
1142,AN24-25POAR 677,2025-02-05,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06393,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-ODISHA,21AAHCI1010J1Z8,,SAMBALPUROdishaIndia,AAHCI1010J  
1143,TP24-25/PO 1497,2025-03-04,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06726,TAYAL AUTO PARTS,22AMUPG8491M1ZA,,"DHIMRAPIR CHOWK,JINDAL ROAD,RAIGARH,RAIGARH(C.G)RAIGARHChhattisgarhIndia",AMUPG8491M  
1144,TP24-25/PO 1186,2025-01-05,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00232,RAGHVENDRA ENTERPRISES-MADHYAPRADESH,23CWNPS3105D1ZR,,BESIDE GMMCO. JAYANT ROADMEDHAULIMadhya PradeshIndia,CWNPS3105D  
1145,CM24-25POAR 1105,2025-03-28,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03098,DEVSHI EARTHMOVERS PVT LTD-HYDERABAD,36AABCD9558N1ZZ,,"PESHWARI PLAZAIDA Nacharam, Nacharam, HyderabadTelanganaIndia",AABCD9558N  
1146,TP24-25/PO 1361,2025-02-10,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00032,ASIAD BEARING & ENGG.CO,09BKTPS1673M1Z4,,Auri more. AnparaAURI MOREUttar PradeshIndia,BKTPS1673M  
1147,TP24-25/PO 1354,2025-02-04,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06775,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,21AACCS2132E1Z5,,"PLOT NO.389-392,MAUZA BEHRAPALI MAUZA BEHERALIJHARAUGUDAOdishaIndia",AACCS2132E  
1148,TP24-25/PO 1653,2025-03-08,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06375,PRS BOREWELLS,22ALKPA6302J1ZK,,NULLNULLNULLNULL,ALKPA6302J  
1149,TP24-25POAR 1101,2025-03-19,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04792,TRICHUR SUNDARAM SANTHANAM & FAMILY PRIVATE LIMITED - TELANGANA,36AAGCT5084N1ZP,,"10-4-92/3, LB Nagar,HyderabadTelanganaIndia",AAGCT5084N  
1150,TP24-25POAR 799,2025-01-06,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00119,HARSHA AUTOMOBILE-UP,09AFKPR9455D1ZX,,KHADIA BAZAR. SHANTINAGARSONEBHADRAUttar PradeshIndia,AFKPR9455D  
1151,TP24-25POAR 1059,2025-03-11,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06387,RAMESHWAR NUT BOLTS,22AGWPA7528F1ZE,,KHARSIA ROADRAIGARHChhattisgarhIndia,AGWPA7528F  
1152,AN24-25POAR 648,2025-01-29,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06393,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-ODISHA,21AAHCI1010J1Z8,,SAMBALPUROdishaIndia,AAHCI1010J  
1153,CM24-25POAR 881,2025-01-23,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00334,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PVT LTD. JHARKHAND,20AAACT9077B1ZO,,TELCON WARE HOSE. NAWAGARHJHARKHANDJharkhandIndia,AAACT9077B  
1154,TP24-25/PO 1425,2025-01-19,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06836,SOLAR INDUSTRIES INDIA LIMITED - NAGPUR,27AACCS2132E1ZT,,"CHAKDOH PLANT KH NO 37-39 & 78-83,NAGPURMaharashtraIndia",AACCS2132E  
1155,CM24-25/PO 91,2025-01-15,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06360,SHARMA RADIATORS,20AFPPK5619D1ZP,,OPP. KABRISTANJharkhandIndia,AFPPK5619D  
1156,TP24-25/PO 1439,2025-02-25,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00232,RAGHVENDRA ENTERPRISES-MADHYAPRADESH,23CWNPS3105D1ZR,,BESIDE GMMCO. JAYANT ROADMEDHAULIMadhya PradeshIndia,CWNPS3105D  
1158,CM24-25POAR 1094,2025-03-22,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00235,RAJDEEP ELECTRIC & HARDWARE STORE,20AGNPC5915F1ZU,,Shaheed Chowkvdev Complex.TANDWAJharkhandIndia,AGNPC5915F  
1159,TP24-25/PO 1279,2025-01-24,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00333,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PVT LTD. CHHATTISGAR,22AAACT9077B1ZK,,BALODABAZAR. RAIPURCHHATTISGARHChhattisgarhIndia,AAACT9077B  
1160,TP24-25/PO 1712,2025-03-29,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S05044,LAMINA SUSPENSION LIMITED,22AAACL3061H1Z0,,"NEAR KAMAL VIHAR MAIN GATE, BLOCK 11,ChhattisgarhIndia",AAACL3061H  
1161,TP24-25POAR 780,2025-01-04,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06411,S.S.DIESELS,22ADIPV6203F1ZR,,"PHASE III,HDD 94,KABIR NAGARRAIPURChandigarhIndia",ADIPV6203F  
1162,AN24-25/PO 687,2025-02-17,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04174,J.K.TRADERS & CO,21AAYPR6261N1ZW,,HANDIDHUA CHOCKOdishaIndia,AAYPR6261N  
1163,AN24-25/PO 630,2025-01-25,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04266,KAS TYRE RETREADDERS,21AMSPD3574E1Z8,,"LAXMI BAZAR,(FCI)PO:VIKRAMPUROdishaIndia",AMSPD3574E  
1164,AN24-25POAR 703,2025-02-25,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03600,TATA HITACHI CONSTRUCTION MACHINERY CO.PVT.LTD-ODISHA,21AAACT9077B1ZM,,"BGR MINING&INFRA LTD, LAKHANPUR OCP, NEAR BANDHBAHALAngulOdishaIndia",AAACT9077B  
1165,AN24-25POAR 649,2025-01-30,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03600,TATA HITACHI CONSTRUCTION MACHINERY CO.PVT.LTD-ODISHA,21AAACT9077B1ZM,,"BGR MINING&INFRA LTD, LAKHANPUR OCP, NEAR BANDHBAHALAngulOdishaIndia",AAACT9077B  
1166,TP24-25/PO 1231,2025-01-07,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06775,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,21AACCS2132E1Z5,,"PLOT NO.389-392,MAUZA BEHRAPALI MAUZA BEHERALIJHARAUGUDAOdishaIndia",AACCS2132E  
1167,AN24-25/PO 625,2025-01-22,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04266,KAS TYRE RETREADDERS,21AMSPD3574E1Z8,,"LAXMI BAZAR,(FCI)PO:VIKRAMPUROdishaIndia",AMSPD3574E  
1168,AN24-25POAR 694,2025-02-12,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06532,GUPTA BROTHERS,21BKOPG9525K1ZW,,"NH:-55,MAIN ROAD,ANGUL-759122ANGULOdishaIndia",BKOPG9525K  
1169,TP24-25POAR 1028,2025-03-04,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06984,SATNAM COOLERS-NAGPUR,27ACVPM7265J1ZQ,,PLOT NO.10 ISHWAR NAGAR CHOWKNAGPURMaharashtraIndia,ACVPM7265J  
1170,AN24-25/PO 704,2025-02-07,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04229,BUSINESS CENTRE,21BZAPS5927C1ZN,,"GANESH LAXMI MARKET COMPLEX BYPASS ROAD,ANGULOdishaIndia",BZAPS5927C  
1171,TP24-25/PO 1680,2025-03-30,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06605,GAYATRI COMPUTERS,22DSFPB9039G1ZY,,NULLNULLNULLNULL,            
1172,PC24-25/PO 361,2025-03-08,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S05030,BHARAT MINING STORES,20AABFB8654N1ZD,,"KATRAS ROAD,DHANBAD-826001,JHARKHANDJharkhandIndia",AABFB8654N  
1173,TP24-25/PO 1216,2025-01-04,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06497,SPECIAL BLASTS LIMITED,22AADCS2831D1ZY,,"G-5,GROUND FLOOR,WALLFORT OZONE,FAFDIH CHOWK,RAIPUR-492001RAIPURChhattisgarhIndia",AADCS2831D  
1174,CM24-25POAR 909,2025-01-23,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03510,SEVEN HILLS ENTERPRISES,36DCMPG3065G1ZK,,"1ST FLOOR,H.NO:22-7-126/2/APEDDAPALLITelanganaIndia",DCMPG3065G  
1175,AN24-25POAR 578,2025-01-07,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06532,GUPTA BROTHERS,21BKOPG9525K1ZW,,"NH:-55,MAIN ROAD,ANGUL-759122ANGULOdishaIndia",BKOPG9525K  
1176,CM24-25POAR 963,2025-02-02,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00286,SONU MOTOR,20BHVPS5558Q1Z9,,Saheed Chowk.Khalari.RanchiKHALARIJharkhandIndia,BHVPS5558Q  
1177,NN24-25/PO 3,2025-03-23,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06988,SAI & SOM HARDWARE,21AIBPD6265H1ZP,,"KOSALA,LAXMI BAZAROdishaIndia",AIBPD6265H  
1178,TP24-25/PO 1589,2025-01-05,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04394,ARYA BUILDCON,21AABHL9940F1ZF,,"KHETRAJPUR,SAMBALPUROdishaIndia",AABHL9940F  
1179,TP24-25POAR 1138,2025-03-29,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06485,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED - CHATTISGARH,22AAHCI1010J1Z6,,"PLOT NO 13/1, 13/3, 51/1RAIGARHChhattisgarhIndia",AAHCI1010J  
1180,AN24-25/PO 804,2025-03-17,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04229,BUSINESS CENTRE,21BZAPS5927C1ZN,,"GANESH LAXMI MARKET COMPLEX BYPASS ROAD,ANGULOdishaIndia",BZAPS5927C  
1181,PC24-25/PO 390,2025-03-21,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S05090,INFRA EQUIP PRIVATE LIMITED,20AABCI3185J1ZS,,PARK GT ROAD(NH2)DHANBADJharkhandIndia,AABCI3185J  
1182,TP24-25/PO 1573,2025-03-20,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03081,HEAVY DIESEL PARTS,19ACPPJ8972P1ZC,,"27, WESTON STREETWest BengalIndia",ACPPJ8972P  
1183,TP24-25POAR 1047,2025-03-06,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06387,RAMESHWAR NUT BOLTS,22AGWPA7528F1ZE,,KHARSIA ROADRAIGARHChhattisgarhIndia,AGWPA7528F  
1184,CM24-25POAR 840,2025-01-07,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00032,ASIAD BEARING & ENGG.CO,09BKTPS1673M1Z4,,Auri more. AnparaAURI MOREUttar PradeshIndia,BKTPS1673M  
1185,AN24-25POAR 778,2025-03-28,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04071,N K B INDUSTRIAL PRODUCTS PRIVATE LIMITED,21AABCN2757K1ZJ,,"GROUND FLOOR,S-2/A-42,43,44OdishaIndia",AABCN2757K  
1186,CM24-25POAR 1054,2025-03-13,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06417,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-JHARKHAND,20AAHCI1010J1ZA,,"PLOT NO.605, KHATA NO.51, K G ASHRAM POST OFFICE, MOUZA-JIYALGORA, P.S. GOVINDPURJharkhandIndia",AAHCI1010J  
1187,CM24-25POAR 918,2025-01-06,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00199,MRF LIMITED. RANCHI,20AAACM4154G1Z1,,Kathal More. Near D.A.V.HehalRANCHIJharkhandIndia,AAACM4154G  
1188,CM24-25POAR 1108,2025-03-28,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06164,LARSEN & TOUBRO LIMITED-SUNDARGARH(NEW),21AAACL0140P3ZT,,"Kansbahal Works Campus, Block No. 17OdishaIndia",AAACL0140P  
1189,TP24-25/PO 1660,2025-03-23,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06775,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,21AACCS2132E1Z5,,"PLOT NO.389-392,MAUZA BEHRAPALI MAUZA BEHERALIJHARAUGUDAOdishaIndia",AACCS2132E  
1190,TP24-25/PO 1130,2025-01-02,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06387,RAMESHWAR NUT BOLTS,22AGWPA7528F1ZE,,KHARSIA ROADRAIGARHChhattisgarhIndia,AGWPA7528F  
1191,AN24-25/PO 667,2025-02-04,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00042,BANSAL HARD WARE,09BFTPB9517A1ZE,,KHADIA-MARKET. MAIN ROAD. PO: SHAKTHI NAGARSONEBHADRAUttar PradeshIndia,BFTPB9517A  
1192,AN24-25POAR 750,2025-03-10,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04513,DOZER WORLD PRIVATE LIMITED - ODISHA,21AADCD2500J1ZC,,"APARAJITA APT.,FLAT  # 303, PL.#42,OdishaIndia",AADCD2500J  
1193,TP24-25POAR 790,2025-01-04,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00765,CJN HITECH MOTORS PRIVATE LIMITED.,37AAGCC9788E1Z4,,SURVEY NO.714/2THIRUPATIAndhra PradeshIndia,AAGCC9788E  
1194,AN24-25/PO 785,2025-03-23,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04484,RAY ENTERPRISES,21AGWPR5935K1ZP,,"AT/P.O.SOUTH BALANDA,OdishaIndia",AGWPR5935K  
1195,AN24-25/PO 614,2025-01-20,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04584,ASPHA ELECTRICAL,               ,,NULLNULLNULLNULL,AKEPM8577E  
1196,CM24-25POAR 951,2025-02-03,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S01085,PIONEER RADIATOR,33AAEPZ2467L1Z7,,New No.103/ Old No.99CHENNAITamil NaduIndia,AAEPZ2467L  
1197,PC24-25POAR 589,2025-03-20,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00334,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PVT LTD. JHARKHAND,20AAACT9077B1ZO,,TELCON WARE HOSE. NAWAGARHJHARKHANDJharkhandIndia,AAACT9077B  
1198,TP24-25/PO 1402,2025-02-12,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06775,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,21AACCS2132E1Z5,,"PLOT NO.389-392,MAUZA BEHRAPALI MAUZA BEHERALIJHARAUGUDAOdishaIndia",AACCS2132E  
1199,CM24-25POAR 937,2025-01-30,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00251,ROHITH KUMAR GUPTA-RANCHI,               ,,Garilong. TandwaTANDWAJharkhandIndia,            
1201,TP24-25/PO 1672,2025-03-28,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06497,SPECIAL BLASTS LIMITED,22AADCS2831D1ZY,,"G-5,GROUND FLOOR,WALLFORT OZONE,FAFDIH CHOWK,RAIPUR-492001RAIPURChhattisgarhIndia",AADCS2831D  
1202,PC24-25POAR 597,2025-03-03,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00199,MRF LIMITED. RANCHI,20AAACM4154G1Z1,,Kathal More. Near D.A.V.HehalRANCHIJharkhandIndia,AAACM4154G  
