po_id,po_number,po_date,total_amount,vendor_ref,delivery_terms,payment_term,shipment_mode,warranty_period,delivery_period,contact_person,mobile,created_at,updated_at,item_code,vendor_name,supplier_gstin,buyer_gstin,delivery_location,supplier_pan
1203,AN24-25POAR 636,2025-01-22,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06866,GULF OIL LUBRICANTS INDIA LIMITED -ODISHA,21AACCH0941E1ZB,,"MANGULI, PLOT NO 35, BADAKESHARPUR MANGULI,OdishaIndia",AACCH0941E  
1204,AN24-25/PO 679,2025-02-13,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06373,PPS MOTORS PVT LTD(WARRANTY),               ,,NULLNULLNULLNULL,            
1205,TP24-25POAR 1136,2025-03-29,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S05044,LAMINA SUSPENSION LIMITED,22AAACL3061H1Z0,,"NEAR KAMAL VIHAR MAIN GATE, BLOCK 11,ChhattisgarhIndia",AAACL3061H  
1206,TP24-25/PO 1334,2025-02-04,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04215,WAIDHAN TYRES PVT.LTD - CHHATTISGARH,22AABCD7755M1ZF,,"14,KUDURMAL,KORBAKOBRAChhattisgarhIndia",AABCD7755M  
1207,TP24-25POAR 818,2025-01-09,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00042,BANSAL HARD WARE,09BFTPB9517A1ZE,,KHADIA-MARKET. MAIN ROAD. PO: SHAKTHI NAGARSONEBHADRAUttar PradeshIndia,BFTPB9517A  
1208,AN24-25/PO 720,2025-01-19,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03656,KASI EQUIPMENTS,21AADFK5067G1ZM,,Plot.No 220BHUBANESWAROdishaIndia,AADFK5067G  
1209,TP24-25/PO 1535,2025-03-13,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00232,RAGHVENDRA ENTERPRISES-MADHYAPRADESH,23CWNPS3105D1ZR,,BESIDE GMMCO. JAYANT ROADMEDHAULIMadhya PradeshIndia,CWNPS3105D  
1210,TP24-25POAR 824,2025-01-10,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06482,GARG HARDWARE,22ADBPG5772D1Z1,,"NEAR RAM NIWAS TALKIES ROAD,RAIGARHChhattisgarhIndia",ADBPG5772D  
1211,TP24-25POAR 873,2025-01-23,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00333,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PVT LTD. CHHATTISGAR,22AAACT9077B1ZK,,BALODABAZAR. RAIPURCHHATTISGARHChhattisgarhIndia,AAACT9077B  
1212,CM24-25POAR 1064,2025-03-12,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03975,JHARKHAND ENTERPRISES,20CPRPA4262G1Z7,,NEAR HIGH SCHOOL MISHROULJharkhandIndia,CPRPA4262G  
1213,TP24-25POAR 1134,2025-03-29,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06528,DEVGHAR AGENCIES,22ADYPA3467C1ZQ,,"5,SHRI HRI COMPLEXChhattisgarhIndia",ADYPA3467C  
1214,AN24-25POAR 730,2025-03-05,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04111,RISHAV AUTOMOBILES - ODISHA,21ALQPD7775A1Z9,,"PLOT.NO 2383/3286,KHATA NO60OdishaIndia",ALQPD7775A  
1215,TP24-25/PO 1524,2025-03-05,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06415,HYDROTECH HYDRAULIC,22AAPFH7915N1ZV,,"KH-416,PL-279/4 SHOP NO-2 AND 3 GROUND FLOOR,RAIGARHChhattisgarhIndia",AAPFH7915N  
1216,HO24-25/PO 165,2025-03-19,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00176,M.B ENTERPRISES,36AAEFM6621K1Z5,,4-4-85. MAHANKALI STREETSECUNDERABADTelanganaIndia,AAEFM6621K  
1217,CM24-25POAR 1049,2025-03-11,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03870,GARUDA POWER PRIVATE LTD-JHARKHAND,20AADCG3908M1ZR,,"PLOT NO.43, WARD NO. 194JharkhandIndia",AADCG3908M  
1218,TP24-25/PO 1694,2025-03-28,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06775,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,21AACCS2132E1Z5,,"PLOT NO.389-392,MAUZA BEHRAPALI MAUZA BEHERALIJHARAUGUDAOdishaIndia",AACCS2132E  
1219,TP24-25/PO 1235,2025-01-11,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06775,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,21AACCS2132E1Z5,,"PLOT NO.389-392,MAUZA BEHRAPALI MAUZA BEHERALIJHARAUGUDAOdishaIndia",AACCS2132E  
1220,TP24-25/PO 1607,2025-03-21,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06836,SOLAR INDUSTRIES INDIA LIMITED - NAGPUR,27AACCS2132E1ZT,,"CHAKDOH PLANT KH NO 37-39 & 78-83,NAGPURMaharashtraIndia",AACCS2132E  
1221,TP24-25/PO 1322,2025-01-28,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06497,SPECIAL BLASTS LIMITED,22AADCS2831D1ZY,,"G-5,GROUND FLOOR,WALLFORT OZONE,FAFDIH CHOWK,RAIPUR-492001RAIPURChhattisgarhIndia",AADCS2831D  
1222,TP24-25/PO 1620,2025-03-21,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06497,SPECIAL BLASTS LIMITED,22AADCS2831D1ZY,,"G-5,GROUND FLOOR,WALLFORT OZONE,FAFDIH CHOWK,RAIPUR-492001RAIPURChhattisgarhIndia",AADCS2831D  
1223,TP24-25POAR 1022,2025-03-03,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06482,GARG HARDWARE,22ADBPG5772D1Z1,,"NEAR RAM NIWAS TALKIES ROAD,RAIGARHChhattisgarhIndia",ADBPG5772D  
1224,AN24-25/PO 605,2025-01-07,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03495,C.G.HYDRAULICS,21AXCPS8368N1ZU,,"AT/PO BADMAL,BESIDE HANUMAN MANDEROdishaIndia",AXCPS8368N  
1225,TP24-25POAR 1053,2025-03-10,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06952,DYNAMIC EQUIPMENTS,07DYZPS9153J1Z7,,"G-397, ADHYAPAK NAGAR,NEW DELHIDelhiIndia",DYZPS9153J  
1226,TP24-25POAR 993,2025-02-22,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04483,PPS MOTORS PRIVATE LIMITED - ODISHA,21AAFCP8182N1Z0,,"2ND FLOOR,PLOT NO 80/A,KHORDHAOdishaIndia",AAFCP8182N  
1227,TP24-25/PO 1407,2025-02-18,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04158,JTRONIX TECHNOLOGIES,27CROPS6494M1ZJ,,"GALA NO.10,TURBHE INDUSTRIAL PARKMaharashtraIndia",CROPS6494M  
1228,TP24-25/PO 1253,2025-01-18,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06387,RAMESHWAR NUT BOLTS,22AGWPA7528F1ZE,,KHARSIA ROADRAIGARHChhattisgarhIndia,AGWPA7528F  
1229,TP24-25/PO 1690,2025-03-28,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06497,SPECIAL BLASTS LIMITED,22AADCS2831D1ZY,,"G-5,GROUND FLOOR,WALLFORT OZONE,FAFDIH CHOWK,RAIPUR-492001RAIPURChhattisgarhIndia",AADCS2831D  
1230,AN24-25/PO 656,2025-01-31,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04484,RAY ENTERPRISES,21AGWPR5935K1ZP,,"AT/P.O.SOUTH BALANDA,OdishaIndia",AGWPR5935K  
1231,PC24-25POAR 472,2025-01-22,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06417,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-JHARKHAND,20AAHCI1010J1ZA,,"PLOT NO.605, KHATA NO.51, K G ASHRAM POST OFFICE, MOUZA-JIYALGORA, P.S. GOVINDPURJharkhandIndia",AAHCI1010J  
1232,TP24-25/PO 1689,2025-03-11,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00232,RAGHVENDRA ENTERPRISES-MADHYAPRADESH,23CWNPS3105D1ZR,,BESIDE GMMCO. JAYANT ROADMEDHAULIMadhya PradeshIndia,CWNPS3105D  
1233,PC24-25POAR 467,2025-01-18,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03345,HANUMAN JI TRADERS - JHARKHAND,20ANIPA1895L1Z2,,TANDWAJharkhandIndia,ANIPA1895L  
1234,TP24-25POAR 1064,2025-03-11,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00235,RAJDEEP ELECTRIC & HARDWARE STORE,20AGNPC5915F1ZU,,Shaheed Chowkvdev Complex.TANDWAJharkhandIndia,AGNPC5915F  
1235,HN24-25POAR 16,2025-03-11,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06535,INNOVATIVE INFRA & MINING SOLUTIONS LTD - TELANGANA,36AAHCI1010J1ZX,,INDARAMTelanganaIndia,AAHCI1010J  
1236,HN24-25POAR 23,2025-02-28,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04495,JAIPUR STEEL TRADERS(PARTNERSHIP),36AARFJ1352M1ZX,,"5-4-1/16,SHOP NO.17/ASECUNDERABADTelanganaIndia",AARFJ1352M  
1237,AN24-25POAR 676,2025-02-05,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00169,"LARSEN & TOUBRO LIMITED, NAGPUR",27AAACL0140P2ZI,,LOGISTICS PARK. SURVY NO. 99/1. 14TH  MILLSNAGPURMaharashtraIndia,AAACL0140P  
1238,AN24-25POAR 565,2025-01-04,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03237,KRISHNA ENGINEERING INDUSTRY,37AJSPC4903D1ZD,,"PLOT NO.106,RS.NO184/1VIJAYAWADAAndhra PradeshIndia",AJSPC4903D  
1239,PC24-25/PO 375,2025-02-15,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00032,ASIAD BEARING & ENGG.CO,09BKTPS1673M1Z4,,Auri more. AnparaAURI MOREUttar PradeshIndia,BKTPS1673M  
1240,CM24-25/PO 100,2025-02-12,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06360,SHARMA RADIATORS,20AFPPK5619D1ZP,,OPP. KABRISTANJharkhandIndia,AFPPK5619D  
1241,AN24-25POAR 775,2025-03-28,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06867,EXXONMOBIL LUBRICANTS PRIVATE LIMITED - WEST BENGAL,19AABCE0207H1Z3,,"20Cube Warehousing and Distribution Pvt Ltd,KOLKATAWest BengalIndia",AABCE0207H  
1242,AN24-25/PO 672,2025-02-10,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04174,J.K.TRADERS & CO,21AAYPR6261N1ZW,,HANDIDHUA CHOCKOdishaIndia,AAYPR6261N  
1243,TP24-25POAR 1038,2025-03-05,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06659,BLUELOTUS TELEINFRA PRIVATE LIMITED,22AAFCB7995R1ZT,,"Near of Tulsi Nagar Chowk,ChhattisgarhIndia",AAFCB7995R  
1244,PC24-25/PO 303,2025-01-22,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00334,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PVT LTD. JHARKHAND,20AAACT9077B1ZO,,TELCON WARE HOSE. NAWAGARHJHARKHANDJharkhandIndia,AAACT9077B  
1245,TP24-25/PO 1250,2025-01-17,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03967,AUTO CENTER,22AAHFA5171D3ZX,,"Kharsia road,DimrapurchaukRAIGARHChhattisgarhIndia",AAHFA5171D  
1246,TP24-25POAR 776,2025-01-04,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06482,GARG HARDWARE,22ADBPG5772D1Z1,,"NEAR RAM NIWAS TALKIES ROAD,RAIGARHChhattisgarhIndia",ADBPG5772D  
1247,TP24-25POAR 955,2025-02-12,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00119,HARSHA AUTOMOBILE-UP,09AFKPR9455D1ZX,,KHADIA BAZAR. SHANTINAGARSONEBHADRAUttar PradeshIndia,AFKPR9455D  
1248,TP24-25POAR 1065,2025-03-11,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03098,DEVSHI EARTHMOVERS PVT LTD-HYDERABAD,36AABCD9558N1ZZ,,"PESHWARI PLAZAIDA Nacharam, Nacharam, HyderabadTelanganaIndia",AABCD9558N  
1249,PC24-25POAR 533,2025-02-21,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06417,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-JHARKHAND,20AAHCI1010J1ZA,,"PLOT NO.605, KHATA NO.51, K G ASHRAM POST OFFICE, MOUZA-JIYALGORA, P.S. GOVINDPURJharkhandIndia",AAHCI1010J  
1250,TP24-25/PO 1234,2025-01-10,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06775,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,21AACCS2132E1Z5,,"PLOT NO.389-392,MAUZA BEHRAPALI MAUZA BEHERALIJHARAUGUDAOdishaIndia",AACCS2132E  
1251,TP24-25POAR 965,2025-02-13,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03844,JAGANNATH TRADERS,21BWBPA2830G1ZE,,BELPAHAROdishaIndia,BWBPA2830G  
1252,US24-25/PO 23,2025-01-09,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04461,RAJASTHAN TRACTORS & MACHINERY SPARES,37ADAPK6215A1Z5,,MAIN ROADANAKAPALLIAndhra PradeshIndia,ADAPK6215A  
1253,TP24-25POAR 868,2025-01-07,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06505,MRF LIMITED - CHHATTISGARH,22AAACM4154G1ZX,,"KHASARA NO.507/6,NEAR SIRGITTI,OVERBRIDGE,BILASPUR -495223ChhattisgarhIndia",AAACM4154G  
1254,TP24-25/PO 1448,2025-02-28,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06102,ADARSHA ENGINEERING WORKS,37BYKPS3924C1Z9,,"Vigneswara Pan Shop, shop no 2 plot no 284 phase 1 2 indira autonagar guntur,Guntur, Guntur, Andhra Pradesh, 522001Andhra PradeshIndia",BYKPS3924C  
1255,TP24-25POAR 966,2025-02-13,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06383,FURNITURE HOUSE,22ADDPB5421E1ZG,,BUJI BHAVAN OPP-SAIMANDIRRAIGARHChhattisgarhIndia,ADDPB5421E  
1256,TP24-25POAR 1016,2025-03-01,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04483,PPS MOTORS PRIVATE LIMITED - ODISHA,21AAFCP8182N1Z0,,"2ND FLOOR,PLOT NO 80/A,KHORDHAOdishaIndia",AAFCP8182N  
1257,AN24-25POAR 583,2025-01-07,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04483,PPS MOTORS PRIVATE LIMITED - ODISHA,21AAFCP8182N1Z0,,"2ND FLOOR,PLOT NO 80/A,KHORDHAOdishaIndia",AAFCP8182N  
1258,CM24-25POAR 839,2025-01-07,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03870,GARUDA POWER PRIVATE LTD-JHARKHAND,20AADCG3908M1ZR,,"PLOT NO.43, WARD NO. 194JharkhandIndia",AADCG3908M  
1259,CM24-25POAR 890,2025-01-22,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S05089,VALVOLINE CUMMINS PRIVATE LIMITED - JHARKHAND,20AAACW0287A1Z1,,DAMKARADHANBADJharkhandIndia,AAACW0287A  
1260,TP24-25POAR 1018,2025-03-01,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03082,TECHNO HYDRAULIC & PNEUMATICS,36CYHPM6037L1ZY,,Plot No. 39HYDERABADTelanganaIndia,CYHPM6037L  
1261,AN24-25/PO 743,2025-03-11,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04818,ESKAY ENGINEERING,20AXLPK9396F1Z6,,Godhar Near Power HouseJharkhandIndia,AXLPK9396F  
1262,TP24-25POAR 989,2025-02-20,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00232,RAGHVENDRA ENTERPRISES-MADHYAPRADESH,23CWNPS3105D1ZR,,BESIDE GMMCO. JAYANT ROADMEDHAULIMadhya PradeshIndia,CWNPS3105D  
1263,AN24-25POAR 751,2025-03-11,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06324,MAHESH INFRA CORP,36AOPPM8130E1ZT,,"GROUND FLOOR, 1-2-274/4,HyderabadTelanganaIndia",AOPPM8130E  
1264,CM24-25POAR 825,2025-01-03,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00286,SONU MOTOR,20BHVPS5558Q1Z9,,Saheed Chowk.Khalari.RanchiKHALARIJharkhandIndia,BHVPS5558Q  
1265,CM24-25POAR 1061,2025-03-17,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06406,PPS MOTORS PVT LTD(BHARAT BENZ)-MADHYA PRADESH,23AAFCP8182N1ZW,,"Sy No 3065, 3062/1/1/2, Naugarh Village. Kachani Post, Naugarh Village, Vindhya Nagar NTPC Township, Singrauli, (M.P.) 486887Madhya PradeshIndia",AAFCP8182N  
1266,PC24-25POAR 464,2025-01-17,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S05090,INFRA EQUIP PRIVATE LIMITED,20AABCI3185J1ZS,,PARK GT ROAD(NH2)DHANBADJharkhandIndia,AABCI3185J  
1267,AN24-25POAR 762,2025-03-15,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04219,MAA SABITRI ENTERPRISER,21AFUPA8345P1ZY,,NEAR WOMENS COLLEGEANGULOdishaIndia,AFUPA8345P  
1268,TP24-25/PO 1346,2025-02-08,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00335,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PVT LTD. NAGPUR,27AAACT9077B1ZA,,C/O. SWETAL LEGESTICS. 16KMASTONENAGPURMaharashtraIndia,AAACT9077B  
1269,CM24-25POAR 836,2025-01-06,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03528,WIRTGEN INDIA PVT. LTD-JH,20AAACW2816R1Z7,,HOUSE NO. O-SFS99JharkhandIndia,AAACW2816R  
1270,AN24-25/PO 736,2025-02-25,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04596,CHANDAN ENGINEERING,21AATPC3854H1ZS,,"NH-55,TURANGA,ANGULANGULOdishaIndia",AATPC3854H  
1271,AN24-25POAR 612,2025-01-15,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04111,RISHAV AUTOMOBILES - ODISHA,21ALQPD7775A1Z9,,"PLOT.NO 2383/3286,KHATA NO60OdishaIndia",ALQPD7775A  
1272,CM24-25POAR 880,2025-01-20,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06417,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-JHARKHAND,20AAHCI1010J1ZA,,"PLOT NO.605, KHATA NO.51, K G ASHRAM POST OFFICE, MOUZA-JIYALGORA, P.S. GOVINDPURJharkhandIndia",AAHCI1010J  
1273,HO24-25/PO 168,2025-03-24,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03082,TECHNO HYDRAULIC & PNEUMATICS,36CYHPM6037L1ZY,,Plot No. 39HYDERABADTelanganaIndia,CYHPM6037L  
1274,CM24-25POAR 879,2025-01-23,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00334,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PVT LTD. JHARKHAND,20AAACT9077B1ZO,,TELCON WARE HOSE. NAWAGARHJHARKHANDJharkhandIndia,AAACT9077B  
1275,TP24-25/PO 1331,2025-02-03,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06415,HYDROTECH HYDRAULIC,22AAPFH7915N1ZV,,"KH-416,PL-279/4 SHOP NO-2 AND 3 GROUND FLOOR,RAIGARHChhattisgarhIndia",AAPFH7915N  
1276,AN24-25/PO 609,2025-01-02,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04596,CHANDAN ENGINEERING,21AATPC3854H1ZS,,"NH-55,TURANGA,ANGULANGULOdishaIndia",AATPC3854H  
1277,CM24-25POAR 1013,2025-02-27,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04792,TRICHUR SUNDARAM SANTHANAM & FAMILY PRIVATE LIMITED - TELANGANA,36AAGCT5084N1ZP,,"10-4-92/3, LB Nagar,HyderabadTelanganaIndia",AAGCT5084N  
1278,CM24-25POAR 998,2025-02-22,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00431,GANGA ENTERPRISES,20BAOPP8212Q1Z8,,NATRAJ NAGARHAZARIBAGJharkhandIndia,BAOPP8212Q  
1279,PC24-25/PO 372,2025-03-21,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06542,NEOGI AUTOMOBILES,20ACXPN5921G1ZH,,"BHAGALPUR ROAD,DUMKAJharkhandIndia",ACXPN5921G  
1280,KM24-25/PO 49,2025-03-18,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00176,M.B ENTERPRISES,36AAEFM6621K1Z5,,4-4-85. MAHANKALI STREETSECUNDERABADTelanganaIndia,AAEFM6621K  
1281,AN24-25POAR 755,2025-03-11,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04627,SHIV MINING EQUIPMENTS,24ACRFS6412K1ZQ,,"FORTUNE GOLRY,GF-21,22,NR,VADODARAGujaratIndia",ACRFS6412K  
1565,PC24-25POAR 488,2025-02-01,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04938,HIMATSINGKA BROTHERS,20AASPH6107P1ZH,,BHAGALPUR ROADJharkhandIndia,AASPH6107P  
1282,PC24-25POAR 540,2025-02-25,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06822,HACS ENGINEERING AND TECH PRIVATE LIMITED,20AAFCH5741R1ZB,,YASHODHA JAGAT BHAVANDHANBADJharkhandIndia,AAFCH5741R  
1283,TP24-25/PO 1568,2025-01-24,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04662,MAA SAMLESWARI TYRES,21AEPPA3181H2ZT,,NULLNULLNULLNULL,AEPPA3181H  
1284,PC24-25/PO 318,2025-01-12,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04938,HIMATSINGKA BROTHERS,20AASPH6107P1ZH,,BHAGALPUR ROADJharkhandIndia,AASPH6107P  
1285,PC24-25POAR 486,2025-01-31,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03528,WIRTGEN INDIA PVT. LTD-JH,20AAACW2816R1Z7,,HOUSE NO. O-SFS99JharkhandIndia,AAACW2816R  
1286,TP24-25POAR 909,2025-02-04,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06387,RAMESHWAR NUT BOLTS,22AGWPA7528F1ZE,,KHARSIA ROADRAIGARHChhattisgarhIndia,AGWPA7528F  
1287,TP24-25/PO 1288,2025-01-21,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06775,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,21AACCS2132E1Z5,,"PLOT NO.389-392,MAUZA BEHRAPALI MAUZA BEHERALIJHARAUGUDAOdishaIndia",AACCS2132E  
1288,TP24-25/PO 1408,2025-02-16,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06400,ASHOKA PRINTING WORKS,22APGPS1869C1ZZ,,RAIGARHRAIGARHChhattisgarhIndia,APGPS1869C  
1289,TP24-25POAR 968,2025-02-13,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06387,RAMESHWAR NUT BOLTS,22AGWPA7528F1ZE,,KHARSIA ROADRAIGARHChhattisgarhIndia,AGWPA7528F  
1290,AN24-25/PO 592,2025-01-07,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06393,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-ODISHA,21AAHCI1010J1Z8,,SAMBALPUROdishaIndia,AAHCI1010J  
1291,AN24-25POAR 779,2025-03-29,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00079,DOZCO (INDIA) PVT LTD. VISHAKAPATNAM,37AABCD0776E1ZU,,PLOT NO:43. BLOCK - D. INDUSTRIAL PARKVISHAKAPATNAMAndhra PradeshIndia,AABCD0776E  
1292,TP24-25/PO 1542,2025-03-10,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06775,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,21AACCS2132E1Z5,,"PLOT NO.389-392,MAUZA BEHRAPALI MAUZA BEHERALIJHARAUGUDAOdishaIndia",AACCS2132E  
1293,AN24-25/PO 692,2025-02-25,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03600,TATA HITACHI CONSTRUCTION MACHINERY CO.PVT.LTD-ODISHA,21AAACT9077B1ZM,,"BGR MINING&INFRA LTD, LAKHANPUR OCP, NEAR BANDHBAHALAngulOdishaIndia",AAACT9077B  
