id,date,voucher_name,branch,currency,party,quantity,gross_amt,discount,gross_minus_discount,net_amount,deductions,total_value
16434,2024-11-25,TP24-25PMR 2444,Talaipalli,INR,GARG HARDWARE,355.00,63630.00,,63630.00,75083.40,,75083.00
16435,2024-11-25,TP24-25PMR 2445,Talaipalli,INR,RAMESHWAR NUT BOLTS,31.00,5332.00,,5332.00,6291.76,,6292.00
16436,2024-11-25,TP24-25PMR 2446,Talaipalli,INR,RAMESHWAR NUT BOLTS,895.00,148511.00,,148511.00,175242.98,,178193.00
16437,2024-11-25,TP24-25PMR 2447,Talaipalli,INR,ASCENT ENGINEERS,2.00,8258.00,247.74,8010.26,10253.13,,10843.00
16438,2024-11-25,TP24-25PMR 2448,Talaipalli,INR,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,11.97,481170.06,,481170.06,567780.67,,567781.00
16439,2024-11-25,TP24-25PMR 2449,Talaipalli,INR,SPECIAL BLASTS LIMITED,9.38,365820.00,,365820.00,431667.60,,431668.00
16440,2024-11-25,TP24-25PMR 2450,Talaipalli,INR,SPECIAL BLASTS LIMITED,11.39,444210.00,,444210.00,524167.80,,524168.00
16441,2024-11-25,TP24-25PMR 2451,Talaipalli,INR,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,12.73,511720.54,,511720.54,603830.24,,603830.00
16442,2024-11-25,TP24-25PMR 2452,Talaipalli,INR,SPECIAL BLASTS LIMITED,13.65,532350.00,,532350.00,628173.00,,628173.00
16443,2024-11-25,TP24-25PMR 2453,Talaipalli,INR,SPECIAL BLASTS LIMITED,7.20,280800.00,,280800.00,331344.00,,331344.00
16444,2024-11-25,TP24-25PMR 2454,Talaipalli,INR,SPECIAL BLASTS LIMITED,8.25,321750.00,,321750.00,379665.00,,379665.00
16445,2024-11-25,TP24-25PMR 2455,Talaipalli,INR,SPECIAL BLASTS LIMITED,10.34,403260.00,,403260.00,475846.80,,475847.00
16446,2024-11-25,TP24-25PMR 2456,Talaipalli,INR,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,8.89,357360.22,,357360.22,421685.06,,421685.00
16447,2024-11-25,TP24-25PMR 2457,Talaipalli,INR,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,7.32,294249.36,,294249.36,347214.24,,347214.00
16448,2024-11-25,TP24-25PMR 2458,Talaipalli,INR,SPECIAL BLASTS LIMITED,5.30,206700.00,,206700.00,243906.00,,243906.00
16449,2024-11-25,TP24-25PMR 2459,Talaipalli,INR,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,15.61,627490.78,,627490.78,740439.12,,740439.00
16450,2024-11-25,TP24-25PMR 2460,Talaipalli,INR,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,13.34,536241.32,,536241.32,632764.76,,632765.00
16451,2024-11-25,TP24-25PMR 2461,Talaipalli,INR,SPECIAL BLASTS LIMITED,12.72,496080.00,,496080.00,585374.40,,585374.00
16452,2024-11-25,TP24-25PMR 2462,Talaipalli,INR,SBL ENERGY LIMITED,18400.00,663000.00,,663000.00,782340.00,,782340.00
16453,2024-11-25,TP24-25PMR 2463,Talaipalli,INR,SBL ENERGY LIMITED,1.00,450000.00,,450000.00,531000.00,,531000.00
16454,2024-11-25,TP24-25PMR 2464,Talaipalli,INR,ADVANCE FUEL TECHNOLOGY PRIVATE LIMITED,6.00,57000.00,1710.00,55290.00,70771.20,,70771.00
16455,2024-11-25,TP24-25PMR 2465,Talaipalli,INR,WIRTGEN INDIA PVT LTD - CHHATTISGARH,68.00,577692.00,57769.20,519922.80,613508.90,,622712.00
16456,2024-11-25,TP24-25PMR 2466,Talaipalli,INR,GARG HARDWARE,11.00,57200.00,,57200.00,67496.00,,67496.00
16457,2024-11-25,TP24-25PMR 2467,Talaipalli,INR,RAMESHWAR NUT BOLTS,41.00,3690.00,,3690.00,4354.20,,4354.00
16458,2024-11-25,TP24-25PMR 2468,Talaipalli,INR,RAMESHWAR NUT BOLTS,30.00,7200.00,,7200.00,8496.00,,8496.00
16459,2024-11-25,TP24-25PMR 2469,Talaipalli,INR,RAMESHWAR NUT BOLTS,1.00,950.00,,950.00,1121.00,,1121.00
16460,2024-11-25,TP24-25PMR 2470,Talaipalli,INR,AGARWAL EARTHMOVING ENTERPRISES-DELHI,565.00,404200.00,,404200.00,476956.00,,476956.00
16461,2024-11-25,TP24-25PMR 2471,Talaipalli,INR,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED - CHATTISGARH,1.00,370525.00,,370525.00,474272.00,,474272.00
16462,2024-11-25,TP24-25PMR 2472,Talaipalli,INR,WAIDHAN TYRES PVT.LTD - CHHATTISGARH,100.00,20000.00,,20000.00,21000.00,400.00,20600.00
16463,2024-11-25,TP24-25PMR 2473,Talaipalli,INR,WAIDHAN TYRES PVT.LTD - CHHATTISGARH,19.00,85150.00,,85150.00,100477.00,1703.00,107662.00
16464,2024-11-25,TP24-25PMR 2474,Talaipalli,INR,GARG HARDWARE,477.00,121615.00,,121615.00,143505.70,,143506.00
16465,2024-11-25,TP24-25PMR 2475,Talaipalli,INR,RAMESHWAR NUT BOLTS,200.00,7800.00,,7800.00,9204.00,,9204.00
16466,2024-11-25,TP24-25PMR 2476,Talaipalli,INR,RAMESHWAR NUT BOLTS,74.00,7865.00,,7865.00,9280.70,,9281.00
16467,2024-11-25,TP24-25PMR 2477,Talaipalli,INR,RAMESHWAR NUT BOLTS,50.00,3000.00,,3000.00,3540.00,,3540.00
16468,2024-11-25,TP24-25PMR 2478,Talaipalli,INR,RAMESHWAR NUT BOLTS,75.00,26275.00,,26275.00,31004.50,,31005.00
16469,2024-11-25,TP24-25PMR 2479,Talaipalli,INR,RAGHVENDRA ENTERPRISES-MADHYAPRADESH,123.00,81519.00,,81519.00,96192.42,,96192.00
16470,2024-11-25,TP24-25PMR 2480,Talaipalli,INR,RAGHVENDRA ENTERPRISES-MADHYAPRADESH,70.00,85800.00,,85800.00,101244.00,,101244.00
16471,2024-11-25,TP24-25PMR 2481,Talaipalli,INR,LAMINA SUSPENSION LIMITED,65.00,431825.00,,431825.00,509553.50,,509554.00
16472,2024-11-25,TP24-25PMR 2482,Talaipalli,INR,LAMINA SUSPENSION LIMITED,54.00,222345.00,,222345.00,262367.12,,262367.00
16473,2024-11-25,TP24-25PMR 2483,Talaipalli,INR,RAMESHWAR NUT BOLTS,404.00,27935.00,,27935.00,32277.30,,32277.00
16474,2024-11-25,TP24-25PMR 2484,Talaipalli,INR,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED - CHATTISGARH,1.00,384792.19,,384792.19,492534.01,,492534.00
16475,2024-11-25,TP24-25PMR 2485,Talaipalli,INR,BHARTI ENGINEERING,60.00,459000.00,,459000.00,541620.00,,541620.00
16476,2024-11-25,TP24-25PMR 2486,Talaipalli,INR,DOZER WORLD PRIVATE LIMITED-CHATTISHGARH,482.00,242250.00,,242250.00,296130.00,,296130.00
16477,2024-11-25,TP24-25PMR 2487,Talaipalli,INR,DOZER WORLD PRIVATE LIMITED-CHATTISHGARH,5.00,14750.00,,14750.00,18880.00,,18880.00
16478,2024-11-25,TP24-25PMR 2488,Talaipalli,INR,MAHESH INFRA CORP,120.00,10980.00,,10980.00,12956.40,,12956.00
16479,2024-11-25,TP24-25PMR 2489,Talaipalli,INR,DOZER WORLD PVT LTD-DELHI,960.00,637720.00,,637720.00,759459.60,,759460.00
16480,2024-11-25,TP24-25PMR 2490,Talaipalli,INR,DEVSHI EARTHMOVERS PVT LTD-HYDERABAD,13.00,107300.00,,107300.00,137344.00,,137344.00
16481,2024-11-25,TP24-25PMR 2491,Talaipalli,INR,DEVSHI EARTHMOVERS PVT LTD-HYDERABAD,2.00,154500.00,,154500.00,192760.00,,192760.00
16482,2024-11-25,TP24-25PMR 2492,Talaipalli,INR,DEVSHI EARTHMOVERS PVT LTD-HYDERABAD,1.00,16000.00,,16000.00,18880.00,,18880.00
16483,2024-11-25,TP24-25PMR 2493,Talaipalli,INR,INTRAC TYRES PRIVATE LTD,20.00,26920.00,,26920.00,31765.60,,31766.00
16484,2024-11-25,TP24-25PMR 2494,Talaipalli,INR,RAGHVENDRA ENTERPRISES-MADHYAPRADESH,3.00,432.00,,432.00,509.76,,510.00
16485,2024-11-25,TP24-25PMR 2495,Talaipalli,INR,RAGHVENDRA ENTERPRISES-MADHYAPRADESH,15.00,9300.00,,9300.00,10974.00,,10974.00
16486,2024-11-25,TP24-25PMR 2496,Talaipalli,INR,RAGHVENDRA ENTERPRISES-MADHYAPRADESH,31.00,54480.00,,54480.00,64286.40,,64286.00
16487,2024-11-25,TP24-25PMR 2497,Talaipalli,INR,HANUMAN JI TRADERS - JHARKHAND,44.00,3622.00,,3622.00,4273.96,,4274.00
16488,2024-11-25,TP24-25PMR 2498,Talaipalli,INR,HANUMAN JI TRADERS - JHARKHAND,6.00,10100.00,,10100.00,11918.00,,11918.00
16489,2024-11-25,TP24-25PMR 2499,Talaipalli,INR,HANUMAN JI TRADERS - JHARKHAND,26.00,18913.00,,18913.00,22317.34,,22317.00
16490,2024-11-25,TP24-25PMR 2500,Talaipalli,INR,RAGHVENDRA ENTERPRISES-MADHYAPRADESH,21.00,30197.00,,30197.00,35632.46,,35632.00
16491,2024-11-25,TP24-25PMR 2501,Talaipalli,INR,HANUMAN JI TRADERS - JHARKHAND,4.00,16090.00,,16090.00,18986.20,,18986.00
16492,2024-11-25,TP24-25PNI 574,Talaipalli,INR,FURNITURE HOUSE,10.00,8000.00,,8000.00,9440.00,,9440.00
16493,2024-11-25,TP24-25PNI 575,Talaipalli,INR,FURNITURE HOUSE,34.00,93800.00,,93800.00,110684.00,,110684.00
16494,2024-11-25,TP24-25PNI 576,Talaipalli,INR,FURNITURE HOUSE,31.00,13000.00,,13000.00,15340.00,,15340.00
16495,2024-11-25,TP24-25PNI 577,Talaipalli,INR,FURNITURE HOUSE,1.00,6000.00,,6000.00,7080.00,,7080.00
16496,2024-11-25,TP24-25PNI 578,Talaipalli,INR,FURNITURE HOUSE,24.00,73050.01,,73050.01,86199.01,,86199.00
16497,2024-11-25,TP24-25PNI 579,Talaipalli,INR,FURNITURE HOUSE,3.00,12000.00,,12000.00,14160.00,,14160.00
16498,2024-11-25,TP24-25PNI 580,Talaipalli,INR,FURNITURE HOUSE,5.00,20000.00,,20000.00,23600.00,,23600.00
16499,2024-11-25,TP24-25PNI 581,Talaipalli,INR,ASHOKA PRINTING WORKS,1.00,13750.00,,13750.00,16225.00,,16225.00
16500,2024-11-25,TP24-25PNI 582,Talaipalli,INR,ASHOKA PRINTING WORKS,1.00,41950.00,,41950.00,49501.00,,49501.00
16501,2024-11-25,TP24-25PNI 583,Talaipalli,INR,JAINX LAPTOP & COMPUTER WORLD (RAIGARH),3.00,1144.06,,1144.06,1350.00,,1350.00
16502,2024-11-25,TP24-25PNI 584,Talaipalli,INR,RAMESHWAR NUT BOLTS,5.00,2250.00,,2250.00,2655.00,,2655.00
16503,2024-11-25,TP24-25PV- 786,Talaipalli,INR,ASSOCIATED ROAD CARRIERS LIMITED - CHHATTISGARH,1.00,64500.00,,,66435.00,,66435.00
16504,2024-11-25,TP24-25PV- 789,Talaipalli,INR,VE COMMERCIAL VEHICLES LIMITED- CHHATTISGARH,1.00,77000.00,,,89320.00,,89320.00
16505,2024-11-26,AN24-25PMR 1707,Ananta OCP,INR,NAYARA ENERGY LIMITED,40000.00,2967901.20,,2967901.20,2967901.20,1951.03,2965950.00
16506,2024-11-26,AN24-25PMR 1708,Ananta OCP,INR,NAYARA ENERGY LIMITED,40000.00,2967901.20,,2967901.20,2967901.20,1951.03,2965950.00
16507,2024-11-26,AN24-25PMR 1738,Ananta OCP,INR,DEVSHI EARTHMOVERS PVT LTD-HYDERABAD,20.00,2120.00,,2120.00,2501.60,,2974.00
16508,2024-11-26,AN24-25PMR 1761,Ananta OCP,INR,KINETICS COMMERCIAL COMPANY,4.00,260000.00,,260000.00,306800.00,,306800.00
16509,2024-11-26,AN24-25PMR 1765,Ananta OCP,INR,PPS MOTORS PRIVATE LIMITED - ODISHA,1.00,9700.00,2425.00,7275.00,8584.50,,8585.00
16510,2024-11-26,AN24-25PNI 458,Ananta OCP,INR,USHA PRINTERS,1.00,35400.00,,35400.00,35400.00,,35400.00
16511,2024-11-26,AN24-25PV- 650,Ananta OCP,INR,ETHNIC AGRO N HOSPITALITY,1.00,13500.00,,,14175.00,379.00,13796.00
16512,2024-11-26,AN24-25PV- 651,Ananta OCP,INR,ETHNIC AGRO N HOSPITALITY,1.00,9500.00,,,9880.00,,9880.00
16513,2024-11-26,AN24-25PV- 669,Ananta OCP,INR,SRI BALAJI ANAND CHEMICALS,1.00,300000.00,,,330000.00,,330000.00
16514,2024-11-26,AN24-25PV- 670,Ananta OCP,INR,SRI BALAJI ANAND CHEMICALS,1.00,300000.00,,,330000.00,,330000.00
16515,2024-11-26,CM24-25PMR 1711,Consortium-Magadh,INR,INDIAN OIL CORPORATION LIMITED,40000.00,3068020.80,,3068020.80,3068020.80,2620.44,3065400.00
16516,2024-11-26,CM24-25PMR 1719,Consortium-Magadh,INR,BACHRA SERVICE STATION,20000.00,1875400.00,24000.00,1851400.00,1851400.00,,1851400.00
16517,2024-11-26,CM24-25PMR 1726,Consortium-Magadh,INR,MEHTA MOTORS,2.00,81490.63,12223.59,69267.04,88661.82,,88662.00
16518,2024-11-26,CM24-25PMR 1727,Consortium-Magadh,INR,WAIDHAN TYRES PRIVATE LIMITED-JHARKHAND,18.00,100116.00,,100116.00,118136.88,2002.32,116135.00
16519,2024-11-26,CM24-25PMR 1728,Consortium-Magadh,INR,DOZER WORLD PVT LTD-DELHI,1.00,30000.00,,30000.00,35400.00,,35400.00
16520,2024-11-26,CM24-25PMR 1729,Consortium-Magadh,INR,RAJDEEP ELECTRIC & HARDWARE STORE,250.00,18600.00,,18600.00,21948.00,,21948.00
16521,2024-11-26,CM24-25PMR 1730,Consortium-Magadh,INR,RAJDEEP ELECTRIC & HARDWARE STORE,343.00,201450.00,,201450.00,237711.00,,237711.00
16522,2024-11-26,CM24-25PMR 1731,Consortium-Magadh,INR,RAJDEEP TRADING COMPANY,46.00,12090.54,,12090.54,14266.86,,14267.00
16523,2024-11-26,CM24-25PMR 1732,Consortium-Magadh,INR,WIRTGEN INDIA PVT. LTD-JH,676.00,1414523.00,236966.31,1177556.69,1436465.11,,1436465.00
16524,2024-11-26,HO24-25PV- 1245,Head Office,INR,AGARWAL LAW ASSOCIATES,1.00,1000000.00,,,1080000.00,,1080000.00
16525,2024-11-26,HO24-25PV- 1246,Head Office,INR,AGARWAL LAW ASSOCIATES,1.00,500000.00,,,540000.00,,540000.00
16526,2024-11-26,HO24-25PV- 1346,Head Office,INR,SRI SAI INTERNATIONAL TRAVELS,2.00,6260.00,,,6314.00,,6314.00
16527,2024-11-26,HO24-25PV- 1347,Head Office,INR,SRI SAI INTERNATIONAL TRAVELS,2.00,6260.00,,,6314.00,,6314.00
16528,2024-11-26,HO24-25PV- 1348,Head Office,INR,SRI SAI INTERNATIONAL TRAVELS,2.00,6016.00,,,6070.00,,6070.00
16529,2024-11-26,HO24-25PV- 1349,Head Office,INR,SRI SAI INTERNATIONAL TRAVELS,2.00,26959.00,,,26995.00,,26995.00
16530,2024-11-26,HO24-25PV- 1350,Head Office,INR,SRI SAI INTERNATIONAL TRAVELS,1.00,200.00,,,200.00,,200.00
16531,2024-11-26,HO24-25PV- 1371,Head Office,INR,INTERGLOBE AVIATION LIMITED-UTTAR PRADESH,1.00,191.00,,,200.55,,200.00
16532,2024-11-26,HO24-25PV- 1418,Head Office,INR,INTERGLOBE AVIATION LIMITED-TELANGANA,2.00,10803.00,,,11231.06,,11231.00
16533,2024-11-26,HO24-25PV- 1428,Head Office,INR,INTERGLOBE AVIATION LIMITED-ANDHRA PRADESH,2.00,12406.00,,,12919.00,,12919.00
16534,2024-11-26,HO24-25PV- 1429,Head Office,INR,INTERGLOBE AVIATION LIMITED-ANDHRA PRADESH,2.00,13549.00,,,14119.15,,14119.00
16535,2024-11-26,PC24-25/PVAO 33,Pachhwara Central,INR,HACS ENGINEERING AND TECH PRIVATE LIMITED,1.00,2000.00,,2000.00,2360.00,,2360.00
16536,2024-11-26,PC24-25PMR 1095,Pachhwara Central,INR,BIMLA KISAN SEWA KENDRA,19000.00,1749520.00,,1749520.00,1749520.00,,1749520.00
16537,2024-11-26,PC24-25PMR 1096,Pachhwara Central,INR,BIMLA KISAN SEWA KENDRA,19000.00,1749520.00,,1749520.00,1749520.00,,1749520.00
16538,2024-11-26,PC24-25PV- 119,Pachhwara Central,INR,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PVT LTD. JHARKHAND,11.00,561330.00,,,651142.80,,651143.00
16539,2024-11-26,TP24-25PV- 788,Talaipalli,INR,ASSOCIATED ROAD CARRIERS LIMITED - CHHATTISGARH,1.00,38000.00,,,39140.00,,39140.00
16540,2024-11-26,TP24-25PV- 790,Talaipalli,INR,GMMCO LIMITED - CHHATTISGARH,1.00,11000.00,,,12760.00,,12760.00
16541,2024-11-26,TP24-25PV- 931,Talaipalli,INR,VRL LOGISTICS LTD-CHATTISGARH,1.00,1240.00,,,1277.20,,1277.00
16542,2024-11-27,AN24-25PMR 1709,Ananta OCP,INR,NAYARA ENERGY LIMITED,40000.00,2967901.20,,2967901.20,2967901.20,1951.03,2965950.00
16543,2024-11-27,AN24-25PMR 1710,Ananta OCP,INR,NAYARA ENERGY LIMITED,40000.00,2967901.20,,2967901.20,2967901.20,1951.03,2965950.00
16544,2024-11-27,AN24-25PV- 671,Ananta OCP,INR,SRI BALAJI ANAND CHEMICALS,1.00,300000.00,,,330000.00,,330000.00
16545,2024-11-27,AN24-25PV- 672,Ananta OCP,INR,SRI BALAJI ANAND CHEMICALS,1.00,292500.00,,,321750.00,,321750.00
16546,2024-11-27,AN24-25PV- 719,Ananta OCP,INR,SAFEXPRESS PRIVATE LIMITED-HARYANA,1.00,1490.00,,,1728.40,,1728.40
16547,2024-11-27,CM24-25PMR 1720,Consortium-Magadh,INR,INDIAN OIL CORPORATION LIMITED,20000.00,1534010.00,,1534010.00,1534010.00,1310.22,1532700.00
16548,2024-11-27,CM24-25PMR 1721,Consortium-Magadh,INR,INDIAN OIL CORPORATION LIMITED,20000.00,1534010.00,,1534010.00,1534010.00,1310.22,1532700.00
16549,2024-11-27,CM24-25PMR 1733,Consortium-Magadh,INR,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-JHARKHAND,1.00,384792.00,,384792.00,492533.76,,492534.00
16550,2024-11-27,CM24-25PMR 1734,Consortium-Magadh,INR,RAJA MOTOR,3.50,2120.00,,2120.00,2120.00,,2120.00
16551,2024-11-27,CM24-25PMR 1735,Consortium-Magadh,INR,RAJA MOTOR,2.00,250.00,,250.00,250.00,,250.00
16552,2024-11-27,CM24-25PMR 1736,Consortium-Magadh,INR,RAJA MOTOR,2.00,1415.00,,1415.00,1415.00,,1415.00
16553,2024-11-27,CM24-25PMR 1737,Consortium-Magadh,INR,AGARWAL EARTHMOVING ENTERPRISES-DELHI,150.00,93610.00,,93610.00,117829.80,,117830.00
16554,2024-11-27,CM24-25PMR 1738,Consortium-Magadh,INR,DEVSHI EARTHMOVERS PVT LTD-HYDERABAD,4.00,44740.00,,44740.00,57267.20,,57267.00
16555,2024-11-27,CM24-25PMR 1739,Consortium-Magadh,INR,DEVSHI EARTHMOVERS PVT LTD-HYDERABAD,230.00,640657.00,,629657.00,810590.96,,810591.00
16556,2024-11-27,CM24-25PNI 115,Consortium-Magadh,INR,MD FAHIMUDDIN,1.00,40860.00,,40860.00,40860.00,,40860.00
16557,2024-11-27,HO24-25PV- 1247,Head Office,INR,K.SRINIVASULU & CO.,1.00,15000.00,,,13500.00,,13500.00
16558,2024-11-27,HO24-25PV- 1248,Head Office,INR,K.SRINIVASULU & CO.,1.00,15000.00,,,13500.00,,13500.00
16559,2024-11-27,HO24-25PV- 1252,Head Office,INR,RANJIT KUMAR - ADVOCATE,1.00,6500000.00,,,7020000.00,,7020000.00
16560,2024-11-27,HO24-25PV- 1351,Head Office,INR,SRI SAI INTERNATIONAL TRAVELS,2.00,47885.00,,,47921.00,,47921.00
16561,2024-11-27,HO24-25PV- 1352,Head Office,INR,SRI SAI INTERNATIONAL TRAVELS,1.00,1100.00,,,1100.00,,1100.00
16562,2024-11-27,HO24-25PV- 1353,Head Office,INR,SRI SAI INTERNATIONAL TRAVELS,1.00,1100.00,,,1100.00,,1100.00
16563,2024-11-27,J224-25PNI 130,Jayant-II,INR,GANESHA TRADING,35.00,63000.00,,63000.00,63000.00,,63000.00
16564,2024-11-27,J224-25PV- 213,Jayant-II,INR,INSTECH COMMUNICATION &TECHNOLOGY,1.00,25000.00,,,29500.00,,29500.00
16565,2024-11-27,KH24-25PMR 1151,Khadia,INR,RAGHVENDRA ENTERPRISES-MADHYAPRADESH,400.00,22000.00,,22000.00,25960.00,22.00,25938.00
16566,2024-11-27,KH24-25PMR 1152,Khadia,INR,RAGHVENDRA ENTERPRISES-MADHYAPRADESH,2.00,669.00,,669.00,789.42,0.67,789.00
16567,2024-11-27,KH24-25PMR 1153,Khadia,INR,GOEL AUTO AGENCIES,6.00,11700.00,,11700.00,14856.00,,14856.00
16568,2024-11-27,KH24-25PMR 1154,Khadia,INR,GOEL AUTO AGENCIES,2.00,800.00,,800.00,944.00,,944.00
16569,2024-11-27,KH24-25PMR 1155,Khadia,INR,RAGHVENDRA ENTERPRISES-MADHYAPRADESH,12.00,7259.00,,7259.00,8565.62,7.26,8558.00
16570,2024-11-27,KH24-25PMR 1156,Khadia,INR,RAGHVENDRA ENTERPRISES-MADHYAPRADESH,411.00,21386.00,,21386.00,25235.48,21.39,25214.00
16571,2024-11-27,KH24-25PMR 1157,Khadia,INR,RAGHVENDRA ENTERPRISES-MADHYAPRADESH,13.00,17727.00,,17727.00,20917.86,17.73,20900.00
16572,2024-11-27,KH24-25PMR 1166,Khadia,INR,GAYATTRI ENTERPRISES - MP,1.00,833.00,127.03,705.97,833.04,,833.00
16573,2024-11-27,KH24-25PMR 1167,Khadia,INR,GAYATTRI ENTERPRISES - MP,29.00,13504.00,2560.37,10943.63,13503.84,,13504.00
16574,2024-11-27,KH24-25PMR 1168,Khadia,INR,GAYATTRI ENTERPRISES - MP,6.00,2230.00,379.20,1850.80,2230.03,,2230.00
16575,2024-11-27,KH24-25PMR 1169,Khadia,INR,GAYATTRI ENTERPRISES - MP,19.00,32429.00,6692.63,25736.37,32427.61,,32428.00
16576,2024-11-27,KH24-25PMR 1170,Khadia,INR,PRAGYA BATTERY,1.00,5859.38,,5859.38,7500.01,,7500.00
16577,2024-11-27,NL24-25PNI 34,Nellore-AP,INR,R V ASSOCIATES,720.00,180000.00,,180000.00,230400.00,,230400.00
16578,2024-11-27,PC24-25/PVAO 35,Pachhwara Central,INR,KOYLANCHAL EQUIPMENT AND ENTERPRISES,1.00,16500.00,,16500.00,19470.00,,19470.00
16579,2024-11-27,PC24-25PMR 1097,Pachhwara Central,INR,BIMLA KISAN SEWA KENDRA,14000.00,1289120.00,,1289120.00,1289120.00,,1289120.00
16580,2024-11-27,PC24-25PMR 1098,Pachhwara Central,INR,BIMLA KISAN SEWA KENDRA,19000.00,1749520.00,,1749520.00,1749520.00,,1749520.00
16581,2024-11-27,PC24-25PMR 1113,Pachhwara Central,INR,INFRA EQUIP PRIVATE LIMITED,17.00,59048.00,2952.40,56095.60,66192.82,,66193.00
16582,2024-11-27,PC24-25PMR 1115,Pachhwara Central,INR,GOSWAMI & DAS OXYGEN AGENCY,6.00,5500.00,,5500.00,5500.00,,5500.00
16583,2024-11-27,TP24-25PNI 608,Talaipalli,INR,SATHYA SABJI CENTER,1.00,43867.00,,43867.00,43867.00,,43867.00
16584,2024-11-27,TP24-25PV- 791,Talaipalli,INR,GEOSUR SOLUTIONS,1.00,3000000.00,,,3480000.00,,3480000.00
16585,2024-11-27,TP24-25PV- 802,Talaipalli,INR,ASSOCIATED ROAD CARRIERS LIMITED - CHHATTISGARH,1.00,700.00,,,721.00,,721.00
16586,2024-11-27,TP24-25PV- 803,Talaipalli,INR,ASSOCIATED ROAD CARRIERS LIMITED - CHHATTISGARH,1.00,850.00,,,875.50,,876.00
16587,2024-11-28,AN24-25/PVAO 134,Ananta OCP,INR,TATA HITACHI CONSTRUCTION MACHINERY CO.PVT.LTD-ODISHA,31.00,71269.00,,71269.00,84097.42,1425.38,82672.00
16588,2024-11-28,AN24-25PMR 1711,Ananta OCP,INR,NAYARA ENERGY LIMITED,39000.00,2893704.06,,2893704.06,2893704.06,1902.25,2891802.00
16589,2024-11-28,AN24-25PMR 1712,Ananta OCP,INR,NAYARA ENERGY LIMITED,40000.00,2967901.20,,2967901.20,2967901.20,1951.03,2965950.00
16590,2024-11-28,AN24-25PMR 1713,Ananta OCP,INR,NAYARA ENERGY LIMITED,35000.00,2596913.90,,2596913.90,2596913.90,1707.15,2595207.00
16591,2024-11-28,AN24-25PMR 1737,Ananta OCP,INR,DEVSHI EARTHMOVERS PVT LTD-HYDERABAD,2.00,2460.00,,2460.00,2902.80,,3493.00
16592,2024-11-28,AN24-25PMR 1749,Ananta OCP,INR,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-ODISHA,140.00,301656.69,,301656.69,370591.07,,370591.00
16593,2024-11-28,AN24-25PMR 1764,Ananta OCP,INR,PPS MOTORS PRIVATE LIMITED - ODISHA,2.00,19400.00,4850.00,14550.00,17169.00,,17169.00
16594,2024-11-28,AN24-25PNI 451,Ananta OCP,INR,SANJIT ARTS,236.00,28100.00,,28100.00,28100.00,,28100.00
16595,2024-11-28,AN24-25PNI 452,Ananta OCP,INR,TALCHER INDANE GRAMIN VITRAK,6.00,11835.60,,11835.60,11835.60,,11836.00
16596,2024-11-28,AN24-25PNI 453,Ananta OCP,INR,TALCHER INDANE GRAMIN VITRAK,10.00,19725.00,,19725.00,19725.00,,19725.00
16597,2024-11-28,AN24-25PNI 454,Ananta OCP,INR,MAA SABITRI ENTERPRISER,1.00,3330.00,,3330.00,3330.00,,3330.00
16598,2024-11-28,AN24-25PNI 467,Ananta OCP,INR,NABIN VARITY STORE,1.00,40720.00,,40720.00,40720.00,,40720.00
16599,2024-11-28,AN24-25PNI 468,Ananta OCP,INR,NABIN VARITY STORE,1.00,27890.00,,27890.00,27890.00,,27890.00
16600,2024-11-28,AN24-25PV- 673,Ananta OCP,INR,SRI BALAJI ANAND CHEMICALS,1.00,300000.00,,,330000.00,,330000.00
16601,2024-11-28,AN24-25PV- 674,Ananta OCP,INR,SRI BALAJI ANAND CHEMICALS,1.00,300000.00,,,330000.00,,330000.00
16602,2024-11-28,AN24-25PV- 675,Ananta OCP,INR,SRI BALAJI ANAND CHEMICALS,1.00,300000.00,,,330000.00,,330000.00
16603,2024-11-28,AN24-25PV- 678,Ananta OCP,INR,PPS MOTORS PRIVATE LIMITED - ODISHA,63.00,210000.00,,,243600.00,,243600.00
16604,2024-11-28,CM24-25PMR 1722,Consortium-Magadh,INR,INDIAN OIL CORPORATION LIMITED,20000.00,1534010.00,,1534010.00,1534010.00,1310.22,1532700.00
16605,2024-11-28,CM24-25PMR 1723,Consortium-Magadh,INR,INDIAN OIL CORPORATION LIMITED,20000.00,1534010.00,,1534010.00,1534010.00,1310.22,1532700.00
16606,2024-11-28,CM24-25PMR 1724,Consortium-Magadh,INR,INDIAN OIL CORPORATION LIMITED,40000.00,3068020.80,,3068020.80,3068020.80,2620.44,3065400.00
16607,2024-11-28,CM24-25PMR 1740,Consortium-Magadh,INR,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-JHARKHAND,299.10,244899.80,12244.99,232654.81,289871.79,,289872.00
