id,date,voucher_name,branch,currency,party,quantity,gross_amt,discount,gross_minus_discount,net_amount,deductions,total_value
16608,2024-11-28,CM24-25PMR 1741,Consortium-Magadh,INR,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-JHARKHAND,210.10,211759.68,10587.98,201171.70,248555.80,,248556.00
16609,2024-11-28,CM24-25PMR 1742,Consortium-Magadh,INR,MEHTA MOTORS,4.00,13758.60,2063.78,11694.82,14969.36,,14969.00
16610,2024-11-28,CM24-25PMR 1743,Consortium-Magadh,INR,SONU MOTOR,1.00,3907.00,1172.10,2734.90,3500.68,,3501.00
16611,2024-11-28,CM24-25PNI 116,Consortium-Magadh,INR,UJJWAL KUMAR GUPTA,36.00,38160.00,,38160.00,38160.00,,38160.00
16612,2024-11-28,CM24-25PNI 117,Consortium-Magadh,INR,ABU SUFYAN EAIN,1.00,96040.00,,96040.00,96040.00,,96040.00
16613,2024-11-28,CM24-25PV- 686,Consortium-Magadh,INR,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PVT LTD. JHARKHAND,12.00,523908.00,,,607733.28,,607733.00
16614,2024-11-28,HO24-25PNI 60,Head Office,INR,INNOVATION LIVING INDIA PVT LTD,1.00,5000000.00,,5000000.00,5900000.00,,5900000.00
16615,2024-11-28,HO24-25PV- 1354,Head Office,INR,SRI SAI INTERNATIONAL TRAVELS,1.00,500.00,,,500.00,,500.00
16616,2024-11-28,HO24-25PV- 1526,Head Office,INR,DESAI LAW ASSOCIATES,1.00,20000.00,,,23600.00,,23600.00
16617,2024-11-28,J224-25PMR 526,Jayant-II,INR,DOZER WORLD PVT LTD-DELHI,399.00,831095.00,,831095.00,1024347.10,831.10,1023516.00
16618,2024-11-28,KH24-25PMR 1158,Khadia,INR,BANSAL HARD WARE,30.00,246.00,,246.00,290.28,0.25,290.00
16619,2024-11-28,KH24-25PMR 1159,Khadia,INR,BANSAL HARD WARE,79.00,3595.00,,3595.00,4242.10,3.60,4239.00
16620,2024-11-28,KH24-25PMR 1160,Khadia,INR,BANSAL HARD WARE,44.20,2434.54,,2434.54,2872.76,2.44,2870.00
16621,2024-11-28,KH24-25PMR 1161,Khadia,INR,HARSHA AUTOMOBILE-UP,1.00,164.60,,164.60,210.68,,211.00
16622,2024-11-28,KH24-25PMR 1162,Khadia,INR,HARSHA AUTOMOBILE-UP,5.00,3956.63,,3956.63,4679.99,,4680.00
16623,2024-11-28,KH24-25PMR 1163,Khadia,INR,NEW DIAMOND ELECTRICALS WORKS,3.00,5950.00,,5950.00,7616.00,,7616.00
16624,2024-11-28,KH24-25PMR 1174,Khadia,INR,HARSHA AUTOMOBILE-UP,2.00,5449.55,,5449.55,6699.99,,6700.00
16625,2024-11-28,PC24-25PMR 1099,Pachhwara Central,INR,BIMLA KISAN SEWA KENDRA,14000.00,1289120.00,,1289120.00,1289120.00,,1289120.00
16626,2024-11-28,PC24-25PMR 1100,Pachhwara Central,INR,BIMLA KISAN SEWA KENDRA,22000.00,2025760.00,,2025760.00,2025760.00,,2025760.00
16627,2024-11-28,TP24-25PMR 1945,Talaipalli,INR,GALAXY AUTO SERVICE CENTER,19.00,18685.00,,18685.00,22048.30,,22048.00
16628,2024-11-28,TP24-25PMR 2502,Talaipalli,INR,SPECIAL BLASTS LIMITED,11.52,449280.00,,449280.00,530150.40,,530150.00
16629,2024-11-28,TP24-25PV- 794,Talaipalli,INR,SIS LIMITED,1.00,922933.91,,,1070603.33,,1070603.00
16630,2024-11-29,AN24-25PMR 1714,Ananta OCP,INR,NAYARA ENERGY LIMITED,40000.00,2967901.20,,2967901.20,2967901.20,1951.03,2965950.00
16631,2024-11-29,AN24-25PMR 1715,Ananta OCP,INR,NAYARA ENERGY LIMITED,40000.00,2967901.20,,2967901.20,2967901.20,1951.03,2965950.00
16632,2024-11-29,AN24-25PMR 1717,Ananta OCP,INR,TATA HITACHI CONSTRUCTION MACHINERY CO.PVT.LTD-ODISHA,497.00,2264320.10,724582.48,1539737.62,1827054.10,,1827054.00
16633,2024-11-29,AN24-25PMR 1718,Ananta OCP,INR,BUSINESS CENTRE,8.00,28000.00,,28000.00,33040.00,,33040.00
16634,2024-11-29,AN24-25PMR 1719,Ananta OCP,INR,BUSINESS CENTRE,9.00,31500.00,,31500.00,37170.00,,37170.00
16635,2024-11-29,AN24-25PMR 1720,Ananta OCP,INR,BANSAL HARD WARE,1209.00,176750.00,,176750.00,197954.00,,197954.00
16636,2024-11-29,AN24-25PMR 1721,Ananta OCP,INR,BUSINESS CENTRE,204.00,6750.00,,6750.00,7965.00,,7965.00
16637,2024-11-29,AN24-25PMR 1722,Ananta OCP,INR,BUSINESS CENTRE,12.00,42000.00,,42000.00,49560.00,,49560.00
16638,2024-11-29,AN24-25PMR 1723,Ananta OCP,INR,BUSINESS CENTRE,30.00,18600.00,,18600.00,21948.00,,21948.00
16639,2024-11-29,AN24-25PMR 1724,Ananta OCP,INR,BUSINESS CENTRE,1118.00,34008.00,,34008.00,40129.44,,40129.00
16640,2024-11-29,AN24-25PMR 1725,Ananta OCP,INR,BUSINESS CENTRE,624.00,33027.75,,33027.75,38972.75,,38973.00
16641,2024-11-29,AN24-25PMR 1727,Ananta OCP,INR,CHIKU AUTOMOBILES,1.00,3692.38,,3692.38,4357.00,,4357.00
16642,2024-11-29,AN24-25PMR 1728,Ananta OCP,INR,CHIKU AUTOMOBILES,1.00,2555.94,,2555.94,3016.00,,3016.00
16643,2024-11-29,AN24-25PMR 1729,Ananta OCP,INR,CHIKU AUTOMOBILES,1.00,449.16,,449.16,530.00,,530.00
16644,2024-11-29,AN24-25PMR 1730,Ananta OCP,INR,CHIKU AUTOMOBILES,1.00,1286.44,,1286.44,1518.00,,1518.00
16645,2024-11-29,AN24-25PMR 1731,Ananta OCP,INR,CHIKU AUTOMOBILES,1.00,1830.50,,1830.50,2160.00,,2160.00
16646,2024-11-29,AN24-25PMR 1733,Ananta OCP,INR,CHIKU AUTOMOBILES,2.00,5275.84,,5275.84,6526.20,,6526.00
16647,2024-11-29,AN24-25PMR 1734,Ananta OCP,INR,CHANDAN ENGINEERING,4.00,1923.74,,1923.74,2270.02,,2270.00
16648,2024-11-29,AN24-25PMR 1735,Ananta OCP,INR,C.G.HYDRAULICS,33.00,39890.00,,39890.00,47070.20,,47070.00
16649,2024-11-29,AN24-25PMR 1736,Ananta OCP,INR,C.G.HYDRAULICS,102.00,90000.00,,90000.00,106200.00,,106200.00
16650,2024-11-29,AN24-25PMR 1739,Ananta OCP,INR,TATA HITACHI CONSTRUCTION MACHINERY CO.PVT.LTD-ODISHA,4050.00,1475278.00,663875.10,811402.90,957455.44,,957455.00
16651,2024-11-29,AN24-25PMR 1740,Ananta OCP,INR,DEVSHI EARTHMOVERS PVT LTD-HYDERABAD,2.00,2700.00,,2700.00,3456.00,,3692.00
16652,2024-11-29,AN24-25PMR 1741,Ananta OCP,INR,DEVSHI EARTHMOVERS PVT LTD-HYDERABAD,9.00,35433.00,,35433.00,42609.24,,43553.00
16653,2024-11-29,AN24-25PMR 1742,Ananta OCP,INR,FLOW MATICS PVT LTD,5.00,320000.00,,320000.00,377600.00,,393412.00
16654,2024-11-29,AN24-25PMR 1743,Ananta OCP,INR,FLOW MATICS PVT LTD,53.00,25900.00,1813.00,24087.00,28422.66,,28991.00
16655,2024-11-29,AN24-25PMR 1744,Ananta OCP,INR,GUPTA BROTHERS,351.00,36068.00,,36068.00,42560.24,,42560.00
16656,2024-11-29,AN24-25PMR 1745,Ananta OCP,INR,GUPTA BROTHERS,297.00,97603.77,,97603.77,116597.37,,116597.00
16657,2024-11-29,AN24-25PMR 1746,Ananta OCP,INR,GUPTA BROTHERS,78.00,72809.08,,72809.08,88770.34,,88770.00
16658,2024-11-29,AN24-25PMR 1747,Ananta OCP,INR,GUPTA BROTHERS,298.00,155715.68,,155715.68,185589.50,,185590.00
16659,2024-11-29,AN24-25PMR 1748,Ananta OCP,INR,GUPTA BROTHERS,5.00,72500.00,,72500.00,85550.00,,85550.00
16660,2024-11-29,AN24-25PMR 1750,Ananta OCP,INR,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-ODISHA,90.20,143195.31,,143195.31,174543.37,,174543.00
16661,2024-11-29,AN24-25PMR 1751,Ananta OCP,INR,KAS TYRE RETREADDERS,8.00,35700.00,,35700.00,42126.00,,42126.00
16662,2024-11-29,AN24-25PMR 1752,Ananta OCP,INR,KAS TYRE RETREADDERS,6.00,24800.00,,24800.00,29264.00,,29264.00
16663,2024-11-29,AN24-25PMR 1753,Ananta OCP,INR,KAS TYRE RETREADDERS,18.00,60520.00,,60520.00,71413.60,,71414.00
16664,2024-11-29,AN24-25PMR 1754,Ananta OCP,INR,KAS TYRE RETREADDERS,10.00,12500.00,,12500.00,14750.00,,14750.00
16665,2024-11-29,AN24-25PMR 1755,Ananta OCP,INR,KAS TYRE RETREADDERS,14.00,40000.00,,40000.00,47200.00,,47200.00
16666,2024-11-29,AN24-25PMR 1756,Ananta OCP,INR,KASI EQUIPMENTS,1.00,4055.08,,4055.08,4785.00,,4785.00
16667,2024-11-29,AN24-25PMR 1757,Ananta OCP,INR,KASI EQUIPMENTS,1.00,299.16,,299.16,353.00,,353.00
16668,2024-11-29,AN24-25PMR 1758,Ananta OCP,INR,J.K.TRADERS & CO,11.00,18791.00,,18791.00,22173.38,,22173.00
16669,2024-11-29,AN24-25PMR 1759,Ananta OCP,INR,KUMAR MOTORS,53.00,29121.04,,29121.04,36957.12,,36957.00
16670,2024-11-29,AN24-25PMR 1760,Ananta OCP,INR,KUMAR MOTORS,26.00,10310.06,,10310.06,12951.96,,12952.00
16671,2024-11-29,AN24-25PMR 1762,Ananta OCP,INR,NEW DIAMOND ELECTRICALS WORKS,2.00,3600.00,,3600.00,4608.00,,4608.00
16672,2024-11-29,AN24-25PMR 1763,Ananta OCP,INR,NEW DIAMOND ELECTRICALS WORKS,110.00,4500.00,,4500.00,5310.00,,5310.00
16673,2024-11-29,AN24-25PMR 1766,Ananta OCP,INR,RAGHVENDRA ENTERPRISES-ODISHA,446.00,152371.00,,152371.00,179797.78,,179798.00
16674,2024-11-29,AN24-25PMR 1767,Ananta OCP,INR,AYUSH AGRAWAL,242.00,72400.00,,72400.00,72400.00,,72400.00
16675,2024-11-29,AN24-25PMR 1770,Ananta OCP,INR,BUSINESS CENTRE,1058.00,23535.00,,23535.00,27771.32,,27771.00
16676,2024-11-29,AN24-25PMR 1772,Ananta OCP,INR,GUPTA BROTHERS,101.00,121692.68,,121692.68,150722.36,,150722.00
16677,2024-11-29,AN24-25PMR 1773,Ananta OCP,INR,GUPTA BROTHERS,272.00,110224.20,,110224.20,131909.56,,131910.00
16678,2024-11-29,AN24-25PMR 1774,Ananta OCP,INR,J.K.TRADERS & CO,12.00,14603.00,,14603.00,17231.54,,17232.00
16679,2024-11-29,AN24-25PNI 455,Ananta OCP,INR,MAA SABITRI ENTERPRISER,1.00,8000.00,,8000.00,8000.00,,8000.00
16680,2024-11-29,AN24-25PNI 456,Ananta OCP,INR,MAA SABITRI ENTERPRISER,1.00,607.00,,607.00,607.00,,607.00
16681,2024-11-29,AN24-25PNI 457,Ananta OCP,INR,MAA SABITRI ENTERPRISER,1.00,16512.00,,16512.00,16512.00,,16512.00
16682,2024-11-29,AN24-25PV- 676,Ananta OCP,INR,SRI BALAJI ANAND CHEMICALS,1.00,300000.00,,,330000.00,,330000.00
16683,2024-11-29,CM24-25PMR 1725,Consortium-Magadh,INR,INDIAN OIL CORPORATION LIMITED,28000.00,2147614.56,,2147614.56,2147614.56,1834.31,2145780.00
16684,2024-11-29,CM24-25PMR 1744,Consortium-Magadh,INR,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-JHARKHAND,3772.50,1567069.14,,1567069.14,1917236.72,,1917237.00
16685,2024-11-29,CM24-25PMR 1745,Consortium-Magadh,INR,JHARKHAND ENTERPRISES,7.00,17220.00,,17220.00,20319.60,,20320.00
16686,2024-11-29,CM24-25PMR 1746,Consortium-Magadh,INR,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-JHARKHAND,558.50,859466.58,,859466.58,1058100.80,,1058101.00
16687,2024-11-29,CM24-25PMR 1747,Consortium-Magadh,INR,WIRTGEN INDIA PVT. LTD-JH,5.00,49841.00,4984.10,44856.90,52931.14,,52931.00
16688,2024-11-29,CM24-25PMR 1748,Consortium-Magadh,INR,WIRTGEN INDIA PVT. LTD-JH,1.00,48608.00,4860.80,43747.20,51621.70,,51622.00
16689,2024-11-29,CM24-25PMR 1760,Consortium-Magadh,INR,INDIAN OIL CORPORATION LIMITED,40000.00,3068020.80,,3068020.80,3068020.80,2620.44,3065400.00
16690,2024-11-29,CM24-25PNI 118,Consortium-Magadh,INR,KISHORI SAHU,2.00,145470.00,,145470.00,145470.00,,145470.00
16691,2024-11-29,CM24-25PV- 687,Consortium-Magadh,INR,"LARSEN & TOUBRO LIMITED, Ranchi",4.00,160000.00,,,185600.00,,185600.00
16692,2024-11-29,CM24-25PV- 688,Consortium-Magadh,INR,"LARSEN & TOUBRO LIMITED, Ranchi",4.00,160000.00,,,185600.00,,185600.00
16693,2024-11-29,CM24-25PV- 689,Consortium-Magadh,INR,TCI FREIGHT-JH,1.00,20000.00,,,21000.00,140.00,20860.00
16694,2024-11-29,CM24-25PV- 690,Consortium-Magadh,INR,TCI FREIGHT-JH,1.00,12995.00,,,13644.76,91.00,13554.00
16695,2024-11-29,CM24-25PV- 691,Consortium-Magadh,INR,TCI FREIGHT-JH,1.00,120.00,,,126.00,1.00,125.00
16696,2024-11-29,CM24-25PV- 692,Consortium-Magadh,INR,TCI FREIGHT-JH,1.00,1020.00,,,1071.00,7.00,1064.00
16697,2024-11-29,CM24-25PV- 693,Consortium-Magadh,INR,TCI FREIGHT-JH,1.00,26850.00,,,28192.50,188.00,28005.00
16698,2024-11-29,HO24-25PV- 1355,Head Office,INR,SRI SAI INTERNATIONAL TRAVELS,2.00,26959.00,,,26995.00,,26995.00
16699,2024-11-29,J224-25PNI 123,Jayant-II,INR,MAA DURGA KIRANA STORE,1.00,12517.50,,12517.50,12517.50,12.51,12505.00
16700,2024-11-29,J224-25PNI 124,Jayant-II,INR,MAA DURGA KIRANA STORE,1.00,11617.77,,11617.77,11617.77,9.84,11608.00
16701,2024-11-29,J224-25PNI 125,Jayant-II,INR,MAA DURGA KIRANA STORE,2.00,34122.57,,34122.57,34122.57,32.28,34090.00
16702,2024-11-29,J224-25PNI 126,Jayant-II,INR,MAA DURGA KIRANA STORE,1.00,28464.35,,28464.35,28464.35,27.10,28437.00
16703,2024-11-29,J224-25PNI 127,Jayant-II,INR,MAA DURGA KIRANA STORE,1.00,4143.00,,4143.00,4143.00,4.14,4139.00
16704,2024-11-29,J224-25PNI 128,Jayant-II,INR,MAA DURGA KIRANA STORE,3.00,2198.71,,2198.71,2198.71,1.90,2197.00
16705,2024-11-29,J224-25PNI 129,Jayant-II,INR,MAA DURGA KIRANA STORE,3.00,6124.85,,6124.85,6124.85,5.59,6119.00
16706,2024-11-29,KH24-25/PVAO 154,Khadia,INR,AHSAN PAINTS,1.00,20000.00,,20000.00,23600.00,200.00,23400.00
16707,2024-11-29,KH24-25/PVAO 155,Khadia,INR,AHSAN PAINTS,3.00,45000.00,,45000.00,53100.00,450.00,52650.00
16708,2024-11-29,KH24-25/PVAO 156,Khadia,INR,AHSAN PAINTS,1.00,2400.00,,2400.00,2832.00,30.00,3510.00
16709,2024-11-29,KH24-25/PVAO 157,Khadia,INR,AZAD ENGINEERING WORKS,1.00,29750.00,,29750.00,35105.00,297.50,34808.00
16710,2024-11-29,KH24-25/PVAO 159,Khadia,INR,AHSAN PAINTS,1.00,7500.00,,7500.00,8850.00,75.00,8775.00
16711,2024-11-29,KH24-25PMR 1171,Khadia,INR,ASIAD BEARING & ENGG.CO,6.00,9474.00,,9474.00,11179.32,9.47,11170.00
16712,2024-11-29,KH24-25PMR 1172,Khadia,INR,ASIAD BEARING & ENGG.CO,3.00,1926.00,,1926.00,2272.68,1.92,2271.00
16713,2024-11-29,KH24-25PMR 1173,Khadia,INR,ASIAD BEARING & ENGG.CO,30.00,1000.00,,1000.00,1180.00,1.00,1179.00
16714,2024-11-29,KM24-25PMR 47,KMSagar Reservoir,INR,M.B ENTERPRISES,10.00,510890.00,,510890.00,602850.20,,602850.00
16715,2024-11-29,PC24-25/PVAO 36,Pachhwara Central,INR,HACS ENGINEERING AND TECH PRIVATE LIMITED,1.00,2500.00,,2500.00,2950.00,,2950.00
16716,2024-11-29,PC24-25PMR 1107,Pachhwara Central,INR,BIMLA KISAN SEWA KENDRA,6228.00,573474.99,,573474.99,573474.99,,573475.00
16717,2024-11-29,PC24-25PMR 1108,Pachhwara Central,INR,BIMLA KISAN SEWA KENDRA,14000.00,1289120.00,,1289120.00,1289120.00,,1289120.00
16718,2024-11-29,PC24-25PMR 1109,Pachhwara Central,INR,BIMLA KISAN SEWA KENDRA,19000.00,1749520.00,,1749520.00,1749520.00,,1749520.00
16719,2024-11-29,PC24-25PMR 1114,Pachhwara Central,INR,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-JHARKHAND,189.00,256557.97,,256557.97,312494.93,,312495.00
16720,2024-11-29,PC24-25PMR 1125,Pachhwara Central,INR,GARUDA POWER PRIVATE LTD-JHARKHAND,10.00,40693.06,,40693.06,48017.80,,48018.00
16721,2024-11-29,PC24-25PMR 1126,Pachhwara Central,INR,GARUDA POWER PRIVATE LTD-JHARKHAND,13.00,5992.68,,5992.68,7071.36,,7071.00
16722,2024-11-29,PC24-25PMR 1127,Pachhwara Central,INR,GARUDA POWER PRIVATE LTD-JHARKHAND,3.00,47726.88,,47726.88,56317.72,,56318.00
16723,2024-11-29,PC24-25PMR 1128,Pachhwara Central,INR,GARUDA POWER PRIVATE LTD-JHARKHAND,1.00,37254.00,,37254.00,43959.72,,43960.00
16724,2024-11-29,PC24-25PMR 1142,Pachhwara Central,INR,HACS ENGINEERING AND TECH PRIVATE LIMITED,6.00,4228.83,,4228.83,4990.01,,4990.00
16725,2024-11-29,PC24-25PNI 303,Pachhwara Central,INR,SHYAM VEGETABLE STORE,1.00,31715.00,,31715.00,31715.00,,31715.00
16726,2024-11-29,TP24-25PMR 2503,Talaipalli,INR,SHREE BALAJI CARBONIC GASES,12.00,4320.00,,4320.00,5097.60,,5098.00
16727,2024-11-29,TP24-25PMR 2504,Talaipalli,INR,SHREE BALAJI CARBONIC GASES,8.00,34400.00,,34400.00,40592.00,,40592.00
16728,2024-11-29,TP24-25PMR 2505,Talaipalli,INR,SHREE BALAJI CARBONIC GASES,5.00,20000.00,,20000.00,23600.00,,23600.00
16729,2024-11-29,TP24-25PMR 2506,Talaipalli,INR,SHREE BALAJI CARBONIC GASES,13.00,4680.00,,4680.00,5522.40,,5522.00
16730,2024-11-29,TP24-25PMR 2507,Talaipalli,INR,SHREE BALAJI CARBONIC GASES,12.00,4320.00,,4320.00,5097.60,,5098.00
16731,2024-11-29,TP24-25PMR 2508,Talaipalli,INR,SHREE BALAJI CARBONIC GASES,7.00,28000.00,,28000.00,33040.00,,33040.00
16732,2024-11-29,TP24-25PMR 2509,Talaipalli,INR,PPS MOTORS PRIVATE LIMITED - ODISHA,117.00,716270.00,179067.50,537202.50,649807.95,,649808.00
16733,2024-11-29,TP24-25PMR 2510,Talaipalli,INR,GALAXY AUTO SERVICE CENTER,1.00,4500.00,,4500.00,5310.00,,5310.00
16734,2024-11-29,TP24-25PMR 2511,Talaipalli,INR,GALAXY AUTO SERVICE CENTER,1.00,4500.00,,4500.00,5310.00,,5310.00
16735,2024-11-29,TP24-25PMR 2512,Talaipalli,INR,NEW DIAMOND ELECTRICALS WORKS,128.00,212000.00,,212000.00,270610.00,,270610.00
16736,2024-11-29,TP24-25PMR 2513,Talaipalli,INR,NEW DIAMOND ELECTRICALS WORKS,60.00,4800.00,,4800.00,5664.00,,5664.00
16737,2024-11-29,TP24-25PMR 2514,Talaipalli,INR,GARG HARDWARE,391.00,9900.00,,9900.00,11682.00,,11682.00
16738,2024-11-29,TP24-25PMR 2515,Talaipalli,INR,GARG HARDWARE,3000.00,342000.00,,342000.00,403560.00,,403560.00
16739,2024-11-29,TP24-25PMR 2516,Talaipalli,INR,SHIV MINING EQUIPMENTS,81.00,196700.00,,196700.00,237781.00,,251733.00
16740,2024-11-29,TP24-25PMR 2517,Talaipalli,INR,PPS MOTORS PVT LTD(BHARAT BENZ)-MADHYA PRADESH,11.00,2134.66,,2134.66,2518.90,,2519.00
16741,2024-11-29,TP24-25PMR 2518,Talaipalli,INR,DEVSHI EARTHMOVERS PVT LTD-HYDERABAD,14.00,119790.00,,119790.00,153312.20,,153666.00
16742,2024-11-29,TP24-25PMR 2519,Talaipalli,INR,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED - CHATTISGARH,1.00,370525.00,,370525.00,474272.00,,474272.00
16743,2024-11-29,TP24-25PMR 2520,Talaipalli,INR,SHIV MINING EQUIPMENTS,20.00,7000.00,,7000.00,8260.00,,10057.00
16744,2024-11-29,TP24-25PMR 2521,Talaipalli,INR,HANUMAN JI TRADERS - JHARKHAND,35.00,38185.00,,38185.00,45058.30,,45058.00
16745,2024-11-29,TP24-25PMR 2522,Talaipalli,INR,SHRIMAAN ENTERPRISES,20.00,773000.00,,773000.00,912140.00,,988840.00
16746,2024-11-29,TP24-25PMR 2523,Talaipalli,INR,GARG HARDWARE,16.00,8560.00,,8560.00,9587.20,,9587.00
16747,2024-11-29,TP24-25PMR 2524,Talaipalli,INR,"LARSEN & TOUBRO LIMITED, NAGPUR",12.00,221713.00,49885.42,171827.58,202756.54,,202757.00
16748,2024-11-29,TP24-25PMR 2525,Talaipalli,INR,GARG HARDWARE,53.00,24270.00,,24270.00,28317.60,,28318.00
16749,2024-11-29,TP24-25PMR 2526,Talaipalli,INR,KRISHNA ENGINEERING INDUSTRY,10.00,15500.00,,15500.00,18290.00,,18290.00
16750,2024-11-29,TP24-25PMR 2527,Talaipalli,INR,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PVT LTD. CHHATTISGARH,2430.00,892376.87,401569.58,490807.29,579152.61,,579153.00
16751,2024-11-29,TP24-25PMR 2528,Talaipalli,INR,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PVT LTD. CHHATTISGARH,346.00,1447165.17,463211.03,983954.14,1161258.74,,1161259.00
16752,2024-11-29,TP24-25PMR 2529,Talaipalli,INR,AGARWAL EARTHMOVING ENTERPRISES-DELHI,14.00,19200.00,,19200.00,22656.00,,22656.00
16753,2024-11-29,TP24-25PMR 2530,Talaipalli,INR,TECHNO HYDRAULIC & PNEUMATICS,16.00,4720.00,,4720.00,5569.60,,5570.00
16754,2024-11-29,TP24-25PMR 2531,Talaipalli,INR,DOZER WORLD PVT LTD-DELHI,61.00,228600.00,,228600.00,269748.00,,269748.00
16755,2024-11-29,TP24-25PMR 2532,Talaipalli,INR,TECHNO HYDRAULIC & PNEUMATICS,21.00,16233.00,4869.90,11363.10,13408.48,,13408.00
16756,2024-11-29,TP24-25PMR 2533,Talaipalli,INR,MAHESH INFRA CORP,80.00,7320.00,,7320.00,8637.60,,8638.00
16757,2024-11-29,TP24-25PMR 2534,Talaipalli,INR,HANUMAN JI TRADERS - JHARKHAND,4.00,17900.00,,17900.00,21122.00,,21122.00
16758,2024-11-29,TP24-25PMR 2535,Talaipalli,INR,PPS MOTORS PRIVATE LIMITED - ODISHA,10.00,1800.00,450.00,1350.00,1593.00,,1593.00
16759,2024-11-29,TP24-25PMR 2536,Talaipalli,INR,PPS MOTORS PRIVATE LIMITED - ODISHA,20.00,162150.00,40537.50,121612.50,143502.75,,143503.00
16760,2024-11-29,TP24-25PMR 2537,Talaipalli,INR,PPS MOTORS PRIVATE LIMITED - ODISHA,4.00,73820.00,18455.00,55365.00,70867.20,,70867.00
16761,2024-11-29,TP24-25PMR 2538,Talaipalli,INR,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED - CHATTISGARH,36.00,50262.13,,50262.13,61631.89,,61632.00
16762,2024-11-29,TP24-25PMR 2540,Talaipalli,INR,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED - CHATTISGARH,685.00,548694.10,,548694.10,655074.94,,655075.00
16763,2024-11-29,TP24-25PMR 2541,Talaipalli,INR,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED - CHATTISGARH,764.00,396259.37,,396259.37,477346.75,,477347.00
16764,2024-11-29,TP24-25PMR 2542,Talaipalli,INR,PPS MOTORS PRIVATE LIMITED - ODISHA,343.00,2951910.00,737977.50,2213932.50,2612440.35,,2612440.00
16765,2024-11-29,TP24-25PNI 609,Talaipalli,INR,SATHYA SABJI CENTER,1.00,38175.00,,38175.00,38175.00,,38175.00
16766,2024-11-29,TP24-25PV- 804,Talaipalli,INR,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PVT LTD. CHHATTISGARH,17.00,1102254.00,,,1278614.64,,1278614.64
16767,2024-11-29,TP24-25PV- 805,Talaipalli,INR,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PVT LTD. CHHATTISGARH,20.00,45980.00,,,53336.80,,53337.00
16768,2024-11-30,AN24-25/PVAO 129,Ananta OCP,INR,AHSAN PAINTS,1.00,7000.00,,7000.00,8260.00,70.00,8190.00
16769,2024-11-30,AN24-25/PVAO 130,Ananta OCP,INR,CHANDAN ENGINEERING,2.00,26800.00,,26800.00,31624.00,268.00,31356.00
16770,2024-11-30,AN24-25/PVAO 131,Ananta OCP,INR,CHANDAN ENGINEERING,2.00,20300.00,,20300.00,23954.00,203.00,23751.00
16771,2024-11-30,AN24-25/PVAO 132,Ananta OCP,INR,CHANDAN ENGINEERING,3.00,29050.00,,29050.00,34279.00,290.50,33989.00
16772,2024-11-30,AN24-25/PVAO 133,Ananta OCP,INR,ESKAY ENGINEERING,1.00,15000.00,,15000.00,17700.00,200.00,23400.00
16773,2024-11-30,AN24-25/PVAO 135,Ananta OCP,INR,RAY ENTERPRISES,6.00,50500.00,,50500.00,59590.00,505.00,59085.00
16774,2024-11-30,AN24-25/PVAO 136,Ananta OCP,INR,ESSAR AUTOMOBILES,2.00,89002.74,,89002.74,106578.00,661.00,105917.00
16775,2024-11-30,AN24-25/PVAO 137,Ananta OCP,INR,ESSAR AUTOMOBILES,2.00,25000.00,,25000.00,29500.00,250.00,29250.00
16776,2024-11-30,AN24-25/PVAO 138,Ananta OCP,INR,ESSAR AUTOMOBILES,1.00,12500.00,,12500.00,14750.00,125.00,14625.00
16777,2024-11-30,AN24-25PMR 1732,Ananta OCP,INR,NAYARA ENERGY LIMITED,40000.00,2967901.20,,2967901.20,2967901.20,1951.03,2965950.00
16778,2024-11-30,AN24-25PMR 1768,Ananta OCP,INR,AGARWAL EARTHMOVING ENTERPRISES-DELHI,170.00,513100.00,,513100.00,608608.00,,608608.00
16779,2024-11-30,AN24-25PMR 1769,Ananta OCP,INR,AHSAN PAINTS,3.00,30300.00,,30300.00,35754.00,,35754.00
16780,2024-11-30,AN24-25PMR 1775,Ananta OCP,INR,J.K.TRADERS & CO,7.00,8390.00,,8390.00,9900.20,,9900.00
16781,2024-11-30,AN24-25PMR 1776,Ananta OCP,INR,J.K.TRADERS & CO,9.00,6043.00,,6043.00,7130.74,,7131.00
16782,2024-11-30,AN24-25PMR 1777,Ananta OCP,INR,N K B INDUSTRIAL PRODUCTS PRIVATE LIMITED,97.00,706153.00,100602.30,605550.70,714549.86,,714550.00
16783,2024-11-30,AN24-25PMR 1778,Ananta OCP,INR,DOZER WORLD PRIVATE LIMITED - ODISHA,5.00,9750.00,,9750.00,12480.00,,12480.00
